year;feature;n;n_missing;pct_missing;min;max;median;p1;p99
2024;NU_ANO;830;0;0;2024;2024;2024;2024;2024
2024;NU_IDADE_REFERENCIA;830;0;0;4;60;15;4;31.71
2024;TP_SEXO;830;0;0;1;2;1.5;1;2
2024;TP_COR_RACA;830;0;0;0;5;1;0;4
2024;TP_NACIONALIDADE;830;0;0;1;3;1;1;1
2024;CO_UF_NASC;830;830;100;;;;;
2024;CO_MUNICIPIO_NASC;830;9;1.084;;;;;
2024;CO_PAIS_RESIDENCIA;830;0;0;;;;;
2024;CO_UF_END;830;277;33.373;;;;;
2024;CO_MUNICIPIO_END;830;283;34.096;;;;;
2024;TP_ZONA_RESIDENCIAL;830;0;0;1;2;1;1;2
2024;IN_NECESSIDADE_ESPECIAL;830;0;0;0;1;0;0;1
2024;IN_TRANSPORTE_PUBLICO;830;21;2.53;0;1;0;0;1
2024;IN_TRANSP_BICICLETA;830;677;81.566;0;0;0;0;0
2024;IN_TRANSP_MICRO_ONIBUS;830;688;82.892;0;1;0;0;1
2024;IN_TRANSP_ONIBUS;830;687;82.771;0;1;1;0;1
2024;IN_TRANSP_TR_ANIMAL;830;684;82.41;0;0;0;0;0
2024;IN_TRANSP_VANS_KOMBI;830;687;82.771;0;1;0;0;1
2024;IN_TRANSP_OUTRO_VEICULO;830;699;84.217;0;1;0;0;1
2024;IN_TRANSP_EMBAR_ATE5;830;679;81.807;0;0;0;0;0
2024;IN_TRANSP_EMBAR_5A15;830;681;82.048;0;1;0;0;1
2024;IN_TRANSP_EMBAR_15A35;830;694;83.614;0;1;0;0;1
2024;IN_TRANSP_EMBAR_35;830;684;82.41;0;0;0;0;0
2024;IN_ESPECIAL_EXCLUSIVA;830;60;7.229;0;1;0;0;0
2024;IN_REGULAR;830;0;0;1;1;1;1;1
2024;IN_EJA;830;66;7.952;0;1;0;0;1
2024;IN_PROFISSIONALIZANTE;830;49;5.904;0;1;0;0;1
2024;TP_ETAPA_ENSINO;830;191;23.012;1;74;17;1;70
2024;NU_DIAS_ATIVIDADE;830;5;0.602;1;6;5;1;5
2024;QT_ESCOLAS_ANO;830;0;0;1;1;1;1;1
2024;IN_TRANSFERIDO;830;0;0;0;0;0;0;0
2024;IN_CONCLUINTE_FINAL;830;0;0;0;0;0;0;0
2024;N_MATRICULAS_REG;830;0;0;1;1;1;1;1
2024;IN_TROCA_ESCOLA;830;0;0;0;0;0;0;0
2024;evadiu;830;830;100;;;;;
2024;defasagem_idade_serie;830;380;45.783;-11;47;4;-9;19.02
2024;flag_defasado;830;380;45.783;0;1;1;0;1
2024;n_reprovacoes_prev;830;0;0;0;2;0;0;1.71000000000004
2024;abandono_previo;830;0;0;0;1;0;0;1
2024;anos_observados;830;0;0;0;7;7;0;7
2024;reprovou_ano_ant;830;68;8.193;0;1;0;0;1
2024;tem_historico;830;0;0;0;1;1;0;1
2024;mudou_municipio;830;492;59.277;1;1;1;1;1
2024;TP_DEPENDENCIA;830;0;0;2;4;3;2;4
2024;TP_LOCALIZACAO;830;0;0;1;2;1;1;2
2024;TP_CATEGORIA_ESCOLA_PRIVADA;830;803;96.747;4;4;4;4;4
2024;IN_AGUA_POTAVEL;830;406;48.916;1;1;1;1;1
2024;IN_AGUA_REDE_PUBLICA;830;294;35.422;0;1;1;0;1
2024;IN_ENERGIA_REDE_PUBLICA;830;399;48.072;1;1;1;1;1
2024;IN_ESGOTO_REDE_PUBLICA;830;414;49.88;0;1;0;0;1
2024;IN_BANHEIRO;830;383;46.145;0;1;1;0;1
2024;IN_BANHEIRO_PNE;830;292;35.181;0;1;1;0;1
2024;IN_BIBLIOTECA_SALA_LEITURA;830;420;50.602;0;1;1;0;1
2024;IN_LABORATORIO_CIENCIAS;830;453;54.578;0;1;0;0;1
2024;IN_LABORATORIO_INFORMATICA;830;270;32.53;0;1;0;0;1
2024;IN_QUADRA_ESPORTES;830;311;37.47;0;1;0;0;1
2024;IN_COMPUTADOR;830;342;41.205;1;1;1;1;1
2024;IN_EQUIP_MULTIMIDIA;830;384;46.265;0;1;0;0;1
2024;IN_DESKTOP_ALUNO;830;352;42.41;0;1;1;0;1
2024;IN_INTERNET;830;276;33.253;0;1;1;0;1
2024;IN_BANDA_LARGA;830;423;50.964;0;1;1;0;1
2024;IN_INTERNET_ALUNOS;830;298;35.904;0;1;0;0;1
2024;IN_ACESSO_INTERNET_COMPUTADOR;830;291;35.06;0;1;0;0;1
2024;IN_ALIMENTACAO;830;269;32.41;0;1;1;0;1
2024;QT_PROF_COORDENADOR;830;215;25.904;0;7;0;0;7
2024;QT_PROF_FONAUDIOLOGO;830;338;40.723;0;1;0;0;1
2024;QT_PROF_NUTRICIONISTA;830;367;44.217;0;3;0;0;3
2024;QT_PROF_PSICOLOGO;830;278;33.494;0;2;0;0;2
2024;QT_PROF_PEDAGOGIA;830;254;30.602;0;4;1;0;4
2024;indice_infra;830;0;0;0.1;0.909090909090909;0.625;0.1;0.909090909090909
2024;tamanho_escola;830;0;0;16;43;33;16;43
2024;apoio_por_aluno;830;0;0;0;0.233333333333333;0.0303030303030303;0;0.233333333333333
2024;TX_HR_INICIAL;830;18;2.169;6;20;8;6;19
2024;tamanho_turma;830;0;0;0.476517179049552;45.9365015537478;19.9130179872736;0.718151890789159;44.3900105953217
2024;turno;830;18;2.169;;;;;
