table;year;column;n;n_missing;pct_missing;min;max;mean;median;p1;p99
BAS_ESCOLA;2022;IN_TRATAMENTO_LIXO_SEPARACAO;31;17;54.839;0;1;0.3571;0;0;1
BAS_ESCOLA;2022;IN_TRATAMENTO_LIXO_REUTILIZA;31;14;45.161;0;0;0;0;0;0
BAS_ESCOLA;2022;IN_TRATAMENTO_LIXO_RECICLAGEM;31;12;38.71;0;1;0.0526;0;0;0.82
BAS_ESCOLA;2022;IN_TRATAMENTO_LIXO_INEXISTENTE;31;10;32.258;0;1;0.5238;1;0;1
BAS_ESCOLA;2022;IN_BANHEIRO;31;15;48.387;0;1;0.9375;1;0.15;1
BAS_ESCOLA;2022;IN_BANHEIRO_PNE;31;15;48.387;0;1;0.5;0.5;0;1
BAS_ESCOLA;2022;IN_BIBLIOTECA_SALA_LEITURA;31;14;45.161;0;1;0.5882;1;0;1
BAS_ESCOLA;2022;IN_LABORATORIO_CIENCIAS;31;16;51.613;0;1;0.0667;0;0;0.859999999999999
BAS_ESCOLA;2022;IN_LABORATORIO_INFORMATICA;31;12;38.71;0;1;0.3158;0;0;1
BAS_ESCOLA;2022;IN_QUADRA_ESPORTES;31;8;25.806;0;1;0.5217;1;0;1
BAS_ESCOLA;2022;QT_SALAS_UTILIZADAS;31;10;32.258;1;115;11.8571;6;1;96.8000000000001
BAS_ESCOLA;2022;IN_COMPUTADOR;31;13;41.935;0;1;0.9444;1;0.17;1
BAS_ESCOLA;2022;IN_EQUIP_MULTIMIDIA;31;12;38.71;0;1;0.8947;1;0;1
BAS_ESCOLA;2022;QT_EQUIP_MULTIMIDIA;31;8;25.806;0;94;4.913;1;0;74.4200000000001
BAS_ESCOLA;2022;IN_DESKTOP_ALUNO;31;13;41.935;0;1;0.5556;1;0;1
BAS_ESCOLA;2022;QT_DESKTOP_ALUNO;31;14;45.161;0;31.8083681808785;4.0799;0;0;28.956796896793
BAS_ESCOLA;2022;IN_COMP_PORTATIL_ALUNO;31;8;25.806;0;1;0.3478;0;0;1
BAS_ESCOLA;2022;QT_COMP_PORTATIL_ALUNO;31;12;38.71;0;6.36612341797445;1.3603;0;0;6.35415847981349
BAS_ESCOLA;2022;IN_TABLET_ALUNO;31;16;51.613;0;1;0.2;0;0;1
BAS_ESCOLA;2022;QT_TABLET_ALUNO;31;11;35.484;0;0.962765719159506;0.2986;0.00951490394072605;0;0.946517113171285
BAS_ESCOLA;2022;IN_INTERNET;31;13;41.935;0;1;0.9444;1;0.17;1
BAS_ESCOLA;2022;IN_INTERNET_ALUNOS;31;10;32.258;0;1;0.2381;0;0;1
BAS_ESCOLA;2022;IN_ACESSO_INTERNET_COMPUTADOR;31;13;41.935;0;1;0.3333;0;0;1
BAS_ESCOLA;2022;IN_BANDA_LARGA;31;10;32.258;0;1;0.7619;1;0;1
BAS_ESCOLA;2022;QT_PROF_COORDENADOR;31;13;41.935;0;2;0.4444;0;0;1.83
BAS_ESCOLA;2022;QT_PROF_FONAUDIOLOGO;31;14;45.161;0;1;0.0588;0;0;0.84
BAS_ESCOLA;2022;QT_PROF_NUTRICIONISTA;31;11;35.484;0;1;0.15;0;0;1
BAS_ESCOLA;2022;QT_PROF_PSICOLOGO;31;11;35.484;0;1;0.05;0;0;0.809999999999999
BAS_ESCOLA;2022;QT_PROF_PEDAGOGIA;31;12;38.71;0;52;3.8947;1;0;43.9
BAS_ESCOLA;2022;IN_ALIMENTACAO;31;14;45.161;0;1;0.8824;1;0;1
BAS_ESCOLA;2022;IN_ORGAO_ASS_PAIS;31;14;45.161;0;0;0;0;0;0
BAS_ESCOLA;2022;IN_ORGAO_ASS_PAIS_MESTRES;31;11;35.484;0;1;0.35;0;0;1
BAS_ESCOLA;2022;IN_ORGAO_CONSELHO_ESCOLAR;31;9;29.032;0;1;0.5909;1;0;1
BAS_ESCOLA;2023;NU_ANO;31;0;0;2023;2023;2023;2023;2023;2023
BAS_ESCOLA;2023;CO_ENTIDADE;31;0;0;;;;;;
BAS_ESCOLA;2023;TP_SITUACAO_FUNCIONAMENTO;31;0;0;1;4;1.9032;1;1;4
BAS_ESCOLA;2023;TP_FALTANTE;31;11;35.484;0;0;0;0;0;0
BAS_ESCOLA;2023;CO_UF;31;0;0;;;;;;
BAS_ESCOLA;2023;CO_MUNICIPIO;31;0;0;;;;;;
BAS_ESCOLA;2023;TP_DEPENDENCIA;31;0;0;2;4;3;3;2;4
BAS_ESCOLA;2023;TP_LOCALIZACAO;31;0;0;1;2;1.4839;1;1;2
BAS_ESCOLA;2023;TP_LOCALIZACAO_DIFERENCIADA;31;11;35.484;0;2;0.1;0;0;1.62
BAS_ESCOLA;2023;TP_CATEGORIA_ESCOLA_PRIVADA;31;27;87.097;1;4;1.75;1;1;3.91
BAS_ESCOLA;2023;IN_LOCAL_FUNC_PREDIO_ESCOLAR;31;8;25.806;1;1;1;1;1;1
BAS_ESCOLA;2023;IN_LOCAL_FUNC_SOCIOEDUCATIVO;31;12;38.71;0;0;0;0;0;0
BAS_ESCOLA;2023;IN_LOCAL_FUNC_UNID_PRISIONAL;31;12;38.71;0;0;0;0;0;0
BAS_ESCOLA;2023;IN_LOCAL_FUNC_PRISIONAL_SOCIO;31;13;41.935;0;0;0;0;0;0
BAS_ESCOLA;2023;IN_LOCAL_FUNC_GALPAO;31;18;58.065;0;0;0;0;0;0
BAS_ESCOLA;2023;IN_LOCAL_FUNC_SALAS_OUTRA_ESC;31;11;35.484;0;0;0;0;0;0
BAS_ESCOLA;2023;IN_LOCAL_FUNC_OUTROS;31;12;38.71;0;1;0.0526;0;0;0.82
BAS_ESCOLA;2023;IN_PREDIO_COMPARTILHADO;31;12;38.71;0;0;0;0;0;0
BAS_ESCOLA;2023;IN_AGUA_POTAVEL;31;11;35.484;0;1;0.95;1;0.19;1
BAS_ESCOLA;2023;IN_AGUA_REDE_PUBLICA;31;14;45.161;0;1;0.8235;1;0;1
BAS_ESCOLA;2023;IN_AGUA_POCO_ARTESIANO;31;12;38.71;0;1;0.1579;0;0;1
BAS_ESCOLA;2023;IN_AGUA_CACIMBA;31;15;48.387;0;1;0.0625;0;0;0.85
BAS_ESCOLA;2023;IN_AGUA_FONTE_RIO;31;14;45.161;0;0;0;0;0;0
BAS_ESCOLA;2023;IN_AGUA_INEXISTENTE;31;7;22.581;0;0;0;0;0;0
BAS_ESCOLA;2023;IN_ENERGIA_REDE_PUBLICA;31;17;54.839;1;1;1;1;1;1
BAS_ESCOLA;2023;IN_ENERGIA_GERADOR_FOSSIL;31;12;38.71;0;0;0;0;0;0
BAS_ESCOLA;2023;IN_ENERGIA_RENOVAVEL;31;15;48.387;0;0;0;0;0;0
BAS_ESCOLA;2023;IN_ENERGIA_INEXISTENTE;31;14;45.161;0;0;0;0;0;0
BAS_ESCOLA;2023;IN_ESGOTO_REDE_PUBLICA;31;13;41.935;0;1;0.6111;1;0;1
BAS_ESCOLA;2023;IN_ESGOTO_FOSSA_SEPTICA;31;15;48.387;0;1;0.125;0;0;1
BAS_ESCOLA;2023;IN_ESGOTO_FOSSA_COMUM;31;17;54.839;0;1;0.2143;0;0;1
BAS_ESCOLA;2023;IN_ESGOTO_FOSSA;31;15;48.387;0;1;0.375;0;0;1
BAS_ESCOLA;2023;IN_ESGOTO_INEXISTENTE;31;13;41.935;0;1;0.1111;0;0;1
BAS_ESCOLA;2023;IN_LIXO_SERVICO_COLETA;31;16;51.613;0;1;0.9333;1;0.14;1
BAS_ESCOLA;2023;IN_LIXO_QUEIMA;31;13;41.935;0;1;0.2222;0;0;1
BAS_ESCOLA;2023;IN_LIXO_ENTERRA;31;16;51.613;0;0;0;0;0;0
BAS_ESCOLA;2023;IN_LIXO_DESTINO_FINAL_PUBLICO;31;15;48.387;0;0;0;0;0;0
BAS_ESCOLA;2023;IN_LIXO_DESCARTA_OUTRA_AREA;31;16;51.613;0;0;0;0;0;0
BAS_ESCOLA;2023;IN_TRATAMENTO_LIXO_SEPARACAO;31;13;41.935;0;1;0.3333;0;0;1
BAS_ESCOLA;2023;IN_TRATAMENTO_LIXO_REUTILIZA;31;10;32.258;0;1;0.0952;0;0;1
BAS_ESCOLA;2023;IN_TRATAMENTO_LIXO_RECICLAGEM;31;14;45.161;0;1;0.0588;0;0;0.84
BAS_ESCOLA;2023;IN_TRATAMENTO_LIXO_INEXISTENTE;31;12;38.71;0;1;0.6842;1;0;1
BAS_ESCOLA;2023;IN_BANHEIRO;31;15;48.387;0;1;0.9375;1;0.15;1
BAS_ESCOLA;2023;IN_BANHEIRO_PNE;31;8;25.806;0;1;0.5652;1;0;1
BAS_ESCOLA;2023;IN_BIBLIOTECA_SALA_LEITURA;31;14;45.161;0;1;0.6471;1;0;1
BAS_ESCOLA;2023;IN_LABORATORIO_CIENCIAS;31;14;45.161;0;0;0;0;0;0
BAS_ESCOLA;2023;IN_LABORATORIO_INFORMATICA;31;14;45.161;0;1;0.2353;0;0;1
BAS_ESCOLA;2023;IN_QUADRA_ESPORTES;31;13;41.935;0;1;0.3333;0;0;1
BAS_ESCOLA;2023;QT_SALAS_UTILIZADAS;31;14;45.161;2;16;8;7;2.16;15.52
BAS_ESCOLA;2023;IN_COMPUTADOR;31;13;41.935;0;1;0.8333;1;0;1
BAS_ESCOLA;2023;IN_EQUIP_MULTIMIDIA;31;11;35.484;0;1;0.65;1;0;1
BAS_ESCOLA;2023;QT_EQUIP_MULTIMIDIA;31;10;32.258;0;88888;4234.619;1;0;71112.4000000001
BAS_ESCOLA;2023;IN_DESKTOP_ALUNO;31;14;45.161;0;1;0.3529;0;0;1
BAS_ESCOLA;2023;QT_DESKTOP_ALUNO;31;15;48.387;0;34.6475774464198;6.1599;0;0;33.4297412823653
BAS_ESCOLA;2023;IN_COMP_PORTATIL_ALUNO;31;14;45.161;0;1;0.5294;1;0;1
BAS_ESCOLA;2023;QT_COMP_PORTATIL_ALUNO;31;11;35.484;0;15.1115291705355;2.4753;0;0;14.3464246043411
BAS_ESCOLA;2023;IN_TABLET_ALUNO;31;14;45.161;0;1;0.2941;0;0;1
BAS_ESCOLA;2023;QT_TABLET_ALUNO;31;13;41.935;0;7.75825787801295;1.5064;0;0;7.12891757748438
BAS_ESCOLA;2023;IN_INTERNET;31;13;41.935;0;1;0.8889;1;0;1
BAS_ESCOLA;2023;IN_INTERNET_ALUNOS;31;12;38.71;0;1;0.4737;0;0;1
BAS_ESCOLA;2023;IN_ACESSO_INTERNET_COMPUTADOR;31;11;35.484;0;1;0.3;0;0;1
BAS_ESCOLA;2023;IN_BANDA_LARGA;31;17;54.839;1;1;1;1;1;1
BAS_ESCOLA;2023;QT_PROF_COORDENADOR;31;14;45.161;0;13;1.0588;0;0;11.4
BAS_ESCOLA;2023;QT_PROF_FONAUDIOLOGO;31;13;41.935;0;0;0;0;0;0
BAS_ESCOLA;2023;QT_PROF_NUTRICIONISTA;31;10;32.258;0;1;0.1429;0;0;1
BAS_ESCOLA;2023;QT_PROF_PSICOLOGO;31;15;48.387;0;2;0.3125;0;0;2
BAS_ESCOLA;2023;QT_PROF_PEDAGOGIA;31;14;45.161;0;5;1.2353;1;0;4.84
BAS_ESCOLA;2023;IN_ALIMENTACAO;31;15;48.387;0;1;0.75;1;0;1
BAS_ESCOLA;2023;IN_ORGAO_ASS_PAIS;31;9;29.032;0;0;0;0;0;0
BAS_ESCOLA;2023;IN_ORGAO_ASS_PAIS_MESTRES;31;15;48.387;0;1;0.3125;0;0;1
BAS_ESCOLA;2023;IN_ORGAO_CONSELHO_ESCOLAR;31;12;38.71;0;1;0.7368;1;0;1
BAS_ESCOLA;2024;NU_ANO;31;0;0;2024;2024;2024;2024;2024;2024
BAS_ESCOLA;2024;CO_ENTIDADE;31;0;0;;;;;;
BAS_ESCOLA;2024;TP_SITUACAO_FUNCIONAMENTO;31;0;0;1;4;1.6129;1;1;4
BAS_ESCOLA;2024;TP_FALTANTE;31;9;29.032;0;0;0;0;0;0
BAS_ESCOLA;2024;CO_UF;31;0;0;;;;;;
BAS_ESCOLA;2024;CO_MUNICIPIO;31;0;0;;;;;;
BAS_ESCOLA;2024;TP_DEPENDENCIA;31;0;0;1;4;3;3;1.3;4
BAS_ESCOLA;2024;TP_LOCALIZACAO;31;0;0;1;2;1.4839;1;1;2
BAS_ESCOLA;2024;TP_LOCALIZACAO_DIFERENCIADA;31;13;41.935;0;2;0.1111;0;0;1.66
BAS_ESCOLA;2024;TP_CATEGORIA_ESCOLA_PRIVADA;31;29;93.548;1;1;1;1;1;1
BAS_ESCOLA;2024;IN_LOCAL_FUNC_PREDIO_ESCOLAR;31;15;48.387;1;1;1;1;1;1
BAS_ESCOLA;2024;IN_LOCAL_FUNC_SOCIOEDUCATIVO;31;11;35.484;0;0;0;0;0;0
BAS_ESCOLA;2024;IN_LOCAL_FUNC_UNID_PRISIONAL;31;18;58.065;0;0;0;0;0;0
BAS_ESCOLA;2024;IN_LOCAL_FUNC_PRISIONAL_SOCIO;31;10;32.258;0;0;0;0;0;0
BAS_ESCOLA;2024;IN_LOCAL_FUNC_GALPAO;31;16;51.613;0;0;0;0;0;0
BAS_ESCOLA;2024;IN_LOCAL_FUNC_SALAS_OUTRA_ESC;31;18;58.065;0;0;0;0;0;0
BAS_ESCOLA;2024;IN_LOCAL_FUNC_OUTROS;31;10;32.258;0;0;0;0;0;0
BAS_ESCOLA;2024;IN_PREDIO_COMPARTILHADO;31;12;38.71;0;0;0;0;0;0
BAS_ESCOLA;2024;IN_AGUA_POTAVEL;31;9;29.032;1;1;1;1;1;1
BAS_ESCOLA;2024;IN_AGUA_REDE_PUBLICA;31;8;25.806;0;1;0.7826;1;0;1
BAS_ESCOLA;2024;IN_AGUA_POCO_ARTESIANO;31;8;25.806;0;1;0.087;0;0;1
BAS_ESCOLA;2024;IN_AGUA_CACIMBA;31;13;41.935;0;1;0.0556;0;0;0.829999999999998
BAS_ESCOLA;2024;IN_AGUA_FONTE_RIO;31;15;48.387;0;1;0.1875;0;0;1
BAS_ESCOLA;2024;IN_AGUA_INEXISTENTE;31;8;25.806;0;0;0;0;0;0
BAS_ESCOLA;2024;IN_ENERGIA_REDE_PUBLICA;31;12;38.71;1;1;1;1;1;1
BAS_ESCOLA;2024;IN_ENERGIA_GERADOR_FOSSIL;31;9;29.032;0;0;0;0;0;0
BAS_ESCOLA;2024;IN_ENERGIA_RENOVAVEL;31;10;32.258;0;1;0.0952;0;0;1
BAS_ESCOLA;2024;IN_ENERGIA_INEXISTENTE;31;13;41.935;0;0;0;0;0;0
BAS_ESCOLA;2024;IN_ESGOTO_REDE_PUBLICA;31;10;32.258;0;1;0.5714;1;0;1
BAS_ESCOLA;2024;IN_ESGOTO_FOSSA_SEPTICA;31;13;41.935;0;1;0.2222;0;0;1
BAS_ESCOLA;2024;IN_ESGOTO_FOSSA_COMUM;31;11;35.484;0;1;0.05;0;0;0.809999999999999
BAS_ESCOLA;2024;IN_ESGOTO_FOSSA;31;14;45.161;0;1;0.4706;0;0;1
BAS_ESCOLA;2024;IN_ESGOTO_INEXISTENTE;31;15;48.387;0;0;0;0;0;0
BAS_ESCOLA;2024;IN_LIXO_SERVICO_COLETA;31;18;58.065;0;1;0.8462;1;0;1
BAS_ESCOLA;2024;IN_LIXO_QUEIMA;31;13;41.935;0;0;0;0;0;0
BAS_ESCOLA;2024;IN_LIXO_ENTERRA;31;14;45.161;0;0;0;0;0;0
BAS_ESCOLA;2024;IN_LIXO_DESTINO_FINAL_PUBLICO;31;13;41.935;0;0;0;0;0;0
BAS_ESCOLA;2024;IN_LIXO_DESCARTA_OUTRA_AREA;31;13;41.935;0;0;0;0;0;0
BAS_ESCOLA;2024;IN_TRATAMENTO_LIXO_SEPARACAO;31;14;45.161;0;1;0.2941;0;0;1
BAS_ESCOLA;2024;IN_TRATAMENTO_LIXO_REUTILIZA;31;12;38.71;0;0;0;0;0;0
BAS_ESCOLA;2024;IN_TRATAMENTO_LIXO_RECICLAGEM;31;10;32.258;0;0;0;0;0;0
BAS_ESCOLA;2024;IN_TRATAMENTO_LIXO_INEXISTENTE;31;14;45.161;0;9;0.8824;0;0;7.72
BAS_ESCOLA;2024;IN_BANHEIRO;31;17;54.839;0;1;0.9286;1;0.13;1
BAS_ESCOLA;2024;IN_BANHEIRO_PNE;31;15;48.387;0;1;0.625;1;0;1
BAS_ESCOLA;2024;IN_BIBLIOTECA_SALA_LEITURA;31;11;35.484;0;1;0.6;1;0;1
BAS_ESCOLA;2024;IN_LABORATORIO_CIENCIAS;31;15;48.387;0;1;0.125;0;0;1
BAS_ESCOLA;2024;IN_LABORATORIO_INFORMATICA;31;8;25.806;0;1;0.1739;0;0;1
BAS_ESCOLA;2024;IN_QUADRA_ESPORTES;31;16;51.613;0;1;0.3333;0;0;1
BAS_ESCOLA;2024;QT_SALAS_UTILIZADAS;31;14;45.161;1;41;9.9412;8;1.16;37.96
BAS_ESCOLA;2024;IN_COMPUTADOR;31;17;54.839;0;1;0.8571;1;0;1
BAS_ESCOLA;2024;IN_EQUIP_MULTIMIDIA;31;12;38.71;0;1;0.6842;1;0;1
BAS_ESCOLA;2024;QT_EQUIP_MULTIMIDIA;31;9;29.032;0;20;2.5455;1;0;18.32
BAS_ESCOLA;2024;IN_DESKTOP_ALUNO;31;15;48.387;0;1;0.5625;1;0;1
BAS_ESCOLA;2024;QT_DESKTOP_ALUNO;31;19;61.29;0;27.0028912224807;8.4234;6.8035336281173;0;26.4215061914874
BAS_ESCOLA;2024;IN_COMP_PORTATIL_ALUNO;31;11;35.484;0;1;0.4;0;0;1
BAS_ESCOLA;2024;QT_COMP_PORTATIL_ALUNO;31;14;45.161;0;38.4343406744301;8.7947;0.0266203773207963;0;37.5373825766146
BAS_ESCOLA;2024;IN_TABLET_ALUNO;31;18;58.065;0;1;0.0769;0;0;0.879999999999999
BAS_ESCOLA;2024;QT_TABLET_ALUNO;31;13;41.935;0;14.4576260196045;3.517;0.461278559232597;0;14.0003252401017
BAS_ESCOLA;2024;IN_INTERNET;31;12;38.71;0;1;0.8421;1;0;1
BAS_ESCOLA;2024;IN_INTERNET_ALUNOS;31;14;45.161;0;1;0.2941;0;0;1
BAS_ESCOLA;2024;IN_ACESSO_INTERNET_COMPUTADOR;31;10;32.258;0;9;0.7619;0;0;7.40000000000001
BAS_ESCOLA;2024;IN_BANDA_LARGA;31;15;48.387;0;1;0.9375;1;0.15;1
BAS_ESCOLA;2024;QT_PROF_COORDENADOR;31;11;35.484;0;5;0.55;0;0;4.24
BAS_ESCOLA;2024;QT_PROF_FONAUDIOLOGO;31;17;54.839;0;1;0.1429;0;0;1
BAS_ESCOLA;2024;QT_PROF_NUTRICIONISTA;31;10;32.258;0;3;0.4286;0;0;2.6
BAS_ESCOLA;2024;QT_PROF_PSICOLOGO;31;15;48.387;0;1;0.25;0;0;1
BAS_ESCOLA;2024;QT_PROF_PEDAGOGIA;31;13;41.935;0;3;0.8889;1;0;2.83
BAS_ESCOLA;2024;IN_ALIMENTACAO;31;17;54.839;0;1;0.7857;1;0;1
BAS_ESCOLA;2024;IN_ORGAO_ASS_PAIS;31;10;32.258;0;1;0.0476;0;0;0.800000000000001
BAS_ESCOLA;2024;IN_ORGAO_ASS_PAIS_MESTRES;31;14;45.161;0;1;0.3529;0;0;1
BAS_ESCOLA;2024;IN_ORGAO_CONSELHO_ESCOLAR;31;12;38.71;0;1;0.5789;1;0;1
BAS_TURMA;2019;NU_ANO;217;0;0;2019;2019;2019;2019;2019;2019
BAS_TURMA;2019;ID_TURMA;217;0;0;;;;;;
BAS_TURMA;2019;TP_MEDIACAO_DIDATICO_PEDAGO;217;0;0;1;1;1;1;1;1
BAS_TURMA;2019;NU_DIAS_ATIVIDADE;217;1;0.461;1;6;4.6389;5;1;5.84999999999999
BAS_TURMA;2019;TP_ETAPA_ENSINO;217;26;11.982;1;71;18.9791;17;1;71
BAS_TURMA;2019;IN_REGULAR;217;19;8.756;0;1;0.9343;1;0;1
BAS_TURMA;2019;IN_EJA;217;17;7.834;0;1;0.055;0;0;1
BAS_TURMA;2019;IN_PROFISSIONALIZANTE;217;33;15.207;0;1;0.0489;0;0;1
BAS_TURMA;2019;QT_MATRICULAS;217;0;0;0.220826892182231;45.9701389078982;19.9447;19.3462416776456;0.443242193106562;45.260786560364
BAS_TURMA;2019;CO_ENTIDADE;217;0;0;;;;;;
BAS_TURMA;2020;NU_ANO;217;0;0;2020;2020;2020;2020;2020;2020
BAS_TURMA;2020;ID_TURMA;217;0;0;;;;;;
BAS_TURMA;2020;TP_MEDIACAO_DIDATICO_PEDAGO;217;0;0;1;3;1.0184;1;1;1
BAS_TURMA;2020;NU_DIAS_ATIVIDADE;217;3;1.382;1;7;4.9486;5;2;6
BAS_TURMA;2020;TP_ETAPA_ENSINO;217;22;10.138;1;71;20.2564;18;1;71
BAS_TURMA;2020;IN_REGULAR;217;15;6.912;0;1;0.9208;1;0;1
BAS_TURMA;2020;IN_EJA;217;12;5.53;0;1;0.0488;0;0;1
BAS_TURMA;2020;IN_PROFISSIONALIZANTE;217;23;10.599;0;1;0.0206;0;0;1
BAS_TURMA;2020;QT_MATRICULAS;217;0;0;0.127200519200414;46.9793495470658;21.4242;19.9048930653371;1.53508391370997;44.7871544206515
BAS_TURMA;2020;CO_ENTIDADE;217;0;0;;;;;;
BAS_TURMA;2021;NU_ANO;217;0;0;2021;2021;2021;2021;2021;2021
BAS_TURMA;2021;ID_TURMA;217;0;0;;;;;;
BAS_TURMA;2021;TP_MEDIACAO_DIDATICO_PEDAGO;217;0;0;1;1;1;1;1;1
BAS_TURMA;2021;NU_DIAS_ATIVIDADE;217;0;0;1;6;4.871;5;1;6
BAS_TURMA;2021;TP_ETAPA_ENSINO;217;21;9.677;1;71;16.1888;16;1;70.05
BAS_TURMA;2021;IN_REGULAR;217;23;10.599;0;1;0.933;1;0;1
BAS_TURMA;2021;IN_EJA;217;31;14.286;0;1;0.0538;0;0;1
BAS_TURMA;2021;IN_PROFISSIONALIZANTE;217;18;8.295;0;1;0.0201;0;0;1
BAS_TURMA;2021;QT_MATRICULAS;217;0;0;0.301745161414146;46.3065983592533;22.4806;21.8040871471167;2.87193576805294;45.6922374959104
BAS_TURMA;2021;CO_ENTIDADE;217;0;0;;;;;;
BAS_TURMA;2022;NU_ANO;217;0;0;2022;2022;2022;2022;2022;2022
BAS_TURMA;2022;ID_TURMA;217;0;0;;;;;;
BAS_TURMA;2022;TP_MEDIACAO_DIDATICO_PEDAGO;217;0;0;1;1;1;1;1;1
BAS_TURMA;2022;NU_DIAS_ATIVIDADE;217;2;0.922;1;6;4.8326;5;1;6
BAS_TURMA;2022;TP_ETAPA_ENSINO;217;32;14.747;1;71;19.3351;17;1;71
BAS_TURMA;2022;IN_REGULAR;217;28;12.903;0;1;0.9365;1;0;1
BAS_TURMA;2022;IN_EJA;217;25;11.521;0;1;0.0417;0;0;1
BAS_TURMA;2022;IN_PROFISSIONALIZANTE;217;22;10.138;0;1;0.0462;0;0;1
BAS_TURMA;2022;QT_MATRICULAS;217;0;0;0.307019138708711;46.2157250726596;19.9276;20.1565150474198;0.784787025488913;45.5274779232219
BAS_TURMA;2022;CO_ENTIDADE;217;0;0;;;;;;
BAS_TURMA;2023;NU_ANO;217;0;0;2023;2023;2023;2023;2023;2023
BAS_TURMA;2023;ID_TURMA;217;0;0;;;;;;
BAS_TURMA;2023;TP_MEDIACAO_DIDATICO_PEDAGO;217;0;0;1;3;1.0369;1;1;3
BAS_TURMA;2023;NU_DIAS_ATIVIDADE;217;4;1.843;1;6;4.5728;5;1;5
BAS_TURMA;2023;TP_ETAPA_ENSINO;217;34;15.668;1;71;19.8251;18;1;69.36
BAS_TURMA;2023;IN_REGULAR;217;32;14.747;0;1;0.9027;1;0;1
BAS_TURMA;2023;IN_EJA;217;31;14.286;0;1;0.0645;0;0;1
BAS_TURMA;2023;IN_PROFISSIONALIZANTE;217;31;14.286;0;1;0.0161;0;0;1
BAS_TURMA;2023;QT_MATRICULAS;217;0;0;0.348929157480598;43.6914790458977;19.0626;18.7542772619054;0.472896927036345;42.3808053235524
BAS_TURMA;2023;CO_ENTIDADE;217;0;0;;;;;;
BAS_TURMA;2024;NU_ANO;217;0;0;2024;2024;2024;2024;2024;2024
BAS_TURMA;2024;ID_TURMA;217;0;0;;;;;;
BAS_TURMA;2024;TP_MEDIACAO_DIDATICO_PEDAGO;217;0;0;1;3;1.0369;1;1;3
BAS_TURMA;2024;NU_DIAS_ATIVIDADE;217;2;0.922;1;6;4.5814;5;1;6
BAS_TURMA;2024;TP_ETAPA_ENSINO;217;39;17.972;1;74;17.5674;17;1;71
BAS_TURMA;2024;IN_REGULAR;217;31;14.286;0;1;0.9032;1;0;1
BAS_TURMA;2024;IN_EJA;217;43;19.816;0;1;0.046;0;0;1
BAS_TURMA;2024;IN_PROFISSIONALIZANTE;217;44;20.276;0;1;0.0405;0;0;1
BAS_TURMA;2024;QT_MATRICULAS;217;0;0;0.101099419407547;45.7882368927822;19.1341;19.5531052642036;0.652340849861503;44.2594711828046
BAS_TURMA;2024;CO_ENTIDADE;217;0;0;;;;;;
BAS_MATRICULA;2019;NU_ANO;1000;0;0;2019;2019;2019;2019;2019;2019
BAS_MATRICULA;2019;CO_PESSOA_FISICA;1000;0;0;;;;;;
BAS_MATRICULA;2019;ID_MATRICULA;1000;0;0;;;;;;
BAS_MATRICULA;2019;NU_IDADE_REFERENCIA;1000;0;0;4;65;11.743;11;4;40
BAS_MATRICULA;2019;TP_SEXO;1000;0;0;1;2;1.507;2;1;2
BAS_MATRICULA;2019;TP_COR_RACA;1000;0;0;0;5;1.467;1;0;4
BAS_MATRICULA;2019;TP_NACIONALIDADE;1000;0;0;1;3;1.007;1;1;1
BAS_MATRICULA;2019;CO_UF_NASC;1000;1000;100;;;;;;
BAS_MATRICULA;2019;CO_MUNICIPIO_NASC;1000;3;0.3;;;;;;
BAS_MATRICULA;2019;CO_PAIS_RESIDENCIA;1000;0;0;;;;;;
BAS_MATRICULA;2019;CO_UF_END;1000;317;31.7;;;;;;
BAS_MATRICULA;2019;CO_MUNICIPIO_END;1000;341;34.1;;;;;;
BAS_MATRICULA;2019;TP_ZONA_RESIDENCIAL;1000;0;0;1;2;1.175;1;1;2
BAS_MATRICULA;2019;IN_NECESSIDADE_ESPECIAL;1000;0;0;0;1;0.029;0;0;1
BAS_MATRICULA;2019;IN_TRANSPORTE_PUBLICO;1000;4;0.4;0;1;0.1536;0;0;1
BAS_MATRICULA;2019;IN_TRANSP_BICICLETA;1000;820;82;0;0;0;0;0;0
BAS_MATRICULA;2019;IN_TRANSP_MICRO_ONIBUS;1000;831;83.1;0;1;0.1243;0;0;1
BAS_MATRICULA;2019;IN_TRANSP_ONIBUS;1000;836;83.6;0;1;0.7683;1;0;1
BAS_MATRICULA;2019;IN_TRANSP_TR_ANIMAL;1000;816;81.6;0;0;0;0;0;0
BAS_MATRICULA;2019;IN_TRANSP_VANS_KOMBI;1000;835;83.5;0;1;0.0848;0;0;1
BAS_MATRICULA;2019;IN_TRANSP_OUTRO_VEICULO;1000;831;83.1;0;1;0.0237;0;0;1
BAS_MATRICULA;2019;IN_TRANSP_EMBAR_ATE5;1000;825;82.5;0;0;0;0;0;0
BAS_MATRICULA;2019;IN_TRANSP_EMBAR_5A15;1000;850;85;0;1;0.0067;0;0;0
BAS_MATRICULA;2019;IN_TRANSP_EMBAR_15A35;1000;832;83.2;0;1;0.0238;0;0;1
BAS_MATRICULA;2019;IN_TRANSP_EMBAR_35;1000;836;83.6;0;1;0.0061;0;0;0
BAS_MATRICULA;2019;IN_ESPECIAL_EXCLUSIVA;1000;66;6.6;0;1;0.0021;0;0;0
BAS_MATRICULA;2019;IN_REGULAR;1000;65;6.5;0;1;0.8791;1;0;1
