NU_ANO;ID_MATRICULA;CO_PESSOA_FISICA;ID_TURMA;CO_ENTIDADE;CO_UF;CO_MUNICIPIO;TP_DEPENDENCIA;IN_REGULAR;TP_SITUACAO;IN_CONCLUINTE;IN_TRANSFERIDO
2019;200000657;100000119;201910000128002;10000128;52;5208707;4;1;5;0;0
2019;200000658;100000388;201910000128002;10000128;52;5208707;4;1;5;0;0
2019;200000659;100000406;201910000128001;10000128;52;5208707;4;1;5;1;0
2019;200000660;100000505;201910000128004;10000128;52;5208707;4;1;5;0;0
2019;200000661;100000605;201910000128004;10000128;52;5208707;4;0;5;0;0
2019;200000662;100000697;201910000128004;10000128;52;5208707;4;1;5;0;0
2019;200000663;100000885;201910000129002;10000129;35;3509502;3;1;5;0;0
2019;200000664;100000919;201910000129004;10000129;35;3509502;3;1;5;0;0
2019;200000665;100000078;201910000130003;10000130;29;2927408;4;0;5;0;0
2019;200000666;100000154;201910000130001;10000130;29;2927408;4;1;5;0;0
2019;200000667;100000163;201910000130003;10000130;29;2927408;4;1;5;1;0
2019;200000668;100000185;201910000130003;10000130;29;2927408;4;1;5;0;0
2019;200000669;100000208;201910000130001;10000130;29;2927408;4;1;5;1;0
2019;200000670;100000350;201910000130001;10000130;29;2927408;4;1;2;0;0
2019;200000671;100000339;201910000131002;10000131;13;1302603;3;1;5;0;0
2019;200000672;100000495;201910000131002;10000131;13;1302603;3;1;5;0;0
2019;200000673;100000548;201910000131002;10000131;13;1302603;3;1;5;1;0
2019;200000674;100000711;201910000131002;10000131;13;1302603;3;1;4;0;0
2019;200000675;100000776;201910000131001;10000131;13;1302603;3;1;2;0;0
2019;200000676;100000953;201910000131002;10000131;13;1302603;3;1;5;0;0
2019;200000677;100000033;201910000132004;10000132;23;2304400;4;1;5;0;0
2019;200000678;100000130;201910000132003;10000132;23;2304400;4;1;5;0;0
2019;200000679;100000358;201910000132001;10000132;23;2304400;4;1;5;0;0
2019;200000680;100000363;201910000132005;10000132;23;2304400;4;1;5;0;0
2019;200000681;100000659;201910000132003;10000132;23;2304400;4;0;5;0;0
2019;200000682;100000957;201910000132002;10000132;23;2304400;4;1;5;0;0
2019;200000683;100000056;201910000133001;10000133;23;2304400;3;1;4;0;0
2019;200000684;100000127;201910000133001;10000133;23;2304400;3;1;5;0;0
2019;200000685;100000182;201910000133001;10000133;23;2304400;3;1;5;0;0
2019;200000686;100000372;201910000133001;10000133;23;2304400;3;1;4;0;0
2019;200000687;100000482;201910000134001;10000134;11;1100205;3;1;5;1;0
2019;200000688;100000011;201910000135004;10000135;42;4205407;4;1;5;0;0
2019;200000689;100000610;201910000135003;10000135;42;4205407;4;1;5;0;0
2019;200000690;100000758;201910000135005;10000135;42;4205407;4;1;5;0;0
2019;200000691;100000795;201910000135004;10000135;42;4205407;4;1;5;1;0
2019;200000692;100000796;201910000135005;10000135;42;4205407;4;1;5;0;0
2019;200000693;100000989;201910000135001;10000135;42;4205407;4;1;5;1;0
2019;200000694;100000584;201910000136001;10000136;24;2408102;3;1;5;0;0
2019;200000695;100000754;201910000136001;10000136;24;2408102;3;1;5;0;0
2019;200000696;100000081;201910000138002;10000138;32;3205309;3;1;5;0;0
2019;200000697;100000554;201910000138001;10000138;32;3205309;3;1;5;0;0
2019;200000698;100000701;201910000138002;10000138;32;3205309;3;1;5;0;0
2019;200000699;100000396;201910000139001;10000139;26;2611606;3;0;5;0;0
2019;200000700;100000641;201910000139002;10000139;26;2611606;3;1;5;0;0
2019;200000701;100000904;201910000139002;10000139;26;2611606;3;1;5;0;0
2019;200000702;100000916;201910000139002;10000139;26;2611606;3;1;5;0;0
2019;200000703;100000963;201910000139002;10000139;26;2611606;3;1;5;0;0
2019;200000704;100000131;201910000140001;10000140;23;2304400;3;1;5;0;0
2019;200000705;100000312;201910000140003;10000140;23;2304400;3;1;5;0;0
2019;200000706;100000370;201910000140001;10000140;23;2304400;3;1;5;0;0
2019;200000707;100000485;201910000140003;10000140;23;2304400;3;1;5;0;0
2019;200000708;100000555;201910000140003;10000140;23;2304400;3;1;5;0;0
2019;200000709;100000571;201910000140003;10000140;23;2304400;3;1;5;1;0
2019;200000710;100000715;201910000140001;10000140;23;2304400;3;1;4;0;0
2019;200000711;100000107;201910000141004;10000141;35;3550308;4;1;2;0;0
2019;200000712;100000197;201910000141002;10000141;35;3550308;4;1;5;0;0
2019;200000713;100000213;201910000141001;10000141;35;3550308;4;1;5;0;0
2019;200000714;100000242;201910000141004;10000141;35;3550308;4;1;2;0;0
2019;200000715;100000155;201910000142001;10000142;32;3205309;4;1;5;1;0
2019;200000716;100000680;201910000142002;10000142;32;3205309;4;1;5;0;0
2019;200000717;100000770;201910000142003;10000142;32;3205309;4;1;5;0;0
2019;200000718;100000979;201910000142003;10000142;32;3205309;4;1;5;0;0
2019;200000719;100000225;201910000143002;10000143;27;2704302;3;1;5;0;0
2019;200000720;100000239;201910000143001;10000143;27;2704302;3;1;5;0;0
2019;200000721;100000308;201910000143001;10000143;27;2704302;3;1;5;0;0
2019;200000722;100000581;201910000143001;10000143;27;2704302;3;1;2;0;0
2019;200000723;100000948;201910000143004;10000143;27;2704302;3;1;5;0;0
2019;200000724;100000882;201910000144002;10000144;26;2611606;4;1;5;0;0
2019;200000725;100000936;201910000144001;10000144;26;2611606;4;1;5;0;0
2019;200000726;100000384;201910000145002;10000145;29;2927408;2;1;5;0;0
2019;200000727;100000008;201910000146001;10000146;41;4106902;4;1;5;0;0
2019;200000728;100000178;201910000146001;10000146;41;4106902;4;1;5;0;0
2019;200000729;100000211;201910000146001;10000146;41;4106902;4;1;5;0;0
2019;200000730;100000434;201910000146002;10000146;41;4106902;4;0;4;0;0
2019;200000731;100000767;201910000146001;10000146;41;4106902;4;1;5;0;0
2019;200000732;100000093;201910000148002;10000148;53;5300108;3;1;5;0;0
2019;200000733;100000200;201910000148002;10000148;53;5300108;3;1;5;1;0
2019;200000734;100000353;201910000148001;10000148;53;5300108;3;1;5;0;0
2019;200000735;100000390;201910000148004;10000148;53;5300108;3;1;5;0;0
2019;200000736;100000553;201910000148004;10000148;53;5300108;3;1;5;0;0
2019;200000737;100000636;201910000148004;10000148;53;5300108;3;1;5;0;0
2019;200000738;100000644;201910000148002;10000148;53;5300108;3;1;2;0;0
2019;200000739;100000681;201910000148004;10000148;53;5300108;3;1;5;0;0
2019;200000740;100000864;201910000148004;10000148;53;5300108;3;1;5;0;0
2019;200000741;100000269;201910000149004;10000149;35;3509502;4;1;5;0;0
2019;200000742;100000448;201910000149002;10000149;35;3509502;4;1;5;0;0
2019;200000743;100000724;201910000149004;10000149;35;3509502;4;1;5;0;0
2019;200000744;100000824;201910000149002;10000149;35;3509502;4;1;5;0;0
2019;200000745;100000172;201910000150001;10000150;35;3550308;2;1;5;0;0
2019;200000746;100000344;201910000150001;10000150;35;3550308;2;1;5;0;0
2019;200000747;100000360;201910000150002;10000150;35;3550308;2;0;5;1;0
2019;200000748;100000468;201910000150002;10000150;35;3550308;2;1;5;0;0
2019;200000749;100000543;201910000150002;10000150;35;3550308;2;1;5;0;0
2019;200000750;100000623;201910000150001;10000150;35;3550308;2;1;5;0;0
2019;200000751;100000709;201910000150002;10000150;35;3550308;2;1;5;1;0
2019;200000752;100000818;201910000150001;10000150;35;3550308;2;1;5;0;0
2019;200000753;100000854;201910000150001;10000150;35;3550308;2;0;5;1;0
2019;200000754;100000435;201910000151002;10000151;29;2927408;4;1;5;0;0
2019;200000755;100000490;201910000151004;10000151;29;2927408;4;1;4;0;0
2019;200000756;100000545;201910000151003;10000151;29;2927408;4;1;5;1;0
2019;200000757;100000587;201910000151001;10000151;29;2927408;4;0;5;0;0
2019;200000758;100000648;201910000151005;10000151;29;2927408;4;1;5;0;0
2019;200000759;100000700;201910000151004;10000151;29;2927408;4;1;5;1;0
2019;200000760;100000738;201910000151003;10000151;29;2927408;4;1;5;0;0
2019;200000761;100000827;201910000151005;10000151;29;2927408;4;1;4;0;0
2019;200000762;100000831;201910000151004;10000151;29;2927408;4;1;5;0;0
2019;200000763;100000840;201910000151003;10000151;29;2927408;4;1;5;0;0
2019;200000764;100000858;201910000151001;10000151;29;2927408;4;1;5;0;0
2019;200000765;100000868;201910000151005;10000151;29;2927408;4;0;5;0;0
2019;200000766;100000973;201910000151002;10000151;29;2927408;4;0;5;1;0
2019;200000767;100000997;201910000151005;10000151;29;2927408;4;1;5;0;0
2019;200000768;100000077;201910000152005;10000152;31;3106200;4;1;5;1;0
2019;200000769;100000095;201910000152003;10000152;31;3106200;4;1;5;0;0
2019;200000770;100000253;201910000152002;10000152;31;3106200;4;1;5;0;0
2019;200000771;100000287;201910000152002;10000152;31;3106200;4;1;5;0;0
2019;200000772;100000292;201910000152003;10000152;31;3106200;4;0;2;0;0
2019;200000773;100000340;201910000152002;10000152;31;3106200;4;0;5;1;0
2019;200000774;100000509;201910000152002;10000152;31;3106200;4;1;5;0;0
2019;200000775;100000608;201910000152004;10000152;31;3106200;4;1;5;0;0
2019;200000776;100000616;201910000152001;10000152;31;3106200;4;1;5;0;0
2019;200000777;100000650;201910000152001;10000152;31;3106200;4;1;5;0;0
2019;200000778;100000667;201910000152004;10000152;31;3106200;4;0;5;0;0
2019;200000779;100000969;201910000152005;10000152;31;3106200;4;1;5;0;0
2019;200000780;100000175;201910000154002;10000154;22;2211001;3;1;5;0;0
2019;200000781;100000243;201910000154002;10000154;22;2211001;3;1;5;0;0
2019;200000782;100000245;201910000154002;10000154;22;2211001;3;1;5;0;0
2019;200000783;100000265;201910000154002;10000154;22;2211001;3;1;5;1;0
2019;200000784;100000319;201910000154002;10000154;22;2211001;3;1;5;0;0
2019;200000785;100000471;201910000154002;10000154;22;2211001;3;1;5;0;0
2019;200000786;100000604;201910000154001;10000154;22;2211001;3;1;4;0;0
2019;200000787;100000640;201910000154001;10000154;22;2211001;3;1;5;1;0
2019;200000788;100000807;201910000154001;10000154;22;2211001;3;0;5;0;0
2019;200000789;100000469;201910000155004;10000155;28;2800308;2;1;5;0;0
2019;200000790;100000005;201910000156002;10000156;26;2611606;2;0;5;1;0
2019;200000791;100000157;201910000156002;10000156;26;2611606;2;1;5;0;0
2019;200000792;100000299;201910000157002;10000157;35;3550308;3;1;5;0;0
2019;200000793;100000527;201910000157001;10000157;35;3550308;3;1;5;0;0
2019;200000794;100000327;201910000158003;10000158;33;3304557;2;0;5;1;0
2019;200000795;100000512;201910000158002;10000158;33;3304557;2;1;5;0;0
2019;200000796;100000517;201910000158001;10000158;33;3304557;2;1;5;0;0
2019;200000797;100000557;201910000158001;10000158;33;3304557;2;1;4;0;0
2019;200000798;100000645;201910000158002;10000158;33;3304557;2;1;5;0;0
2019;200000799;100000765;201910000158003;10000158;33;3304557;2;1;5;0;0
2019;200000800;100000897;201910000158003;10000158;33;3304557;2;1;5;0;0
2019;200000801;100000954;201910000158002;10000158;33;3304557;2;0;5;0;0
2019;200000802;100000029;201910000159004;10000159;32;3205309;2;1;5;1;0
2019;200000803;100000089;201910000159002;10000159;32;3205309;2;1;5;0;0
2019;200000804;100000451;201910000159004;10000159;32;3205309;2;1;5;1;0
2019;200000805;100000716;201910000159004;10000159;32;3205309;2;1;5;0;0
2019;200000806;100000760;201910000159001;10000159;32;3205309;2;1;5;0;0
2019;200000807;100000790;201910000159001;10000159;32;3205309;2;0;4;0;0
2019;200000808;100000931;201910000159004;10000159;32;3205309;2;1;5;0;0
2019;200000809;100000259;201910000160003;10000160;28;2800308;4;1;5;1;0
2019;200000810;100000330;201910000160002;10000160;28;2800308;4;1;2;0;0
2019;200000811;100000594;201910000160001;10000160;28;2800308;4;1;5;0;0
2019;200000812;100000630;201910000160002;10000160;28;2800308;4;0;5;1;0
2019;200000813;100000692;201910000160001;10000160;28;2800308;4;1;2;0;0
2019;200000814;100000713;201910000160002;10000160;28;2800308;4;1;4;0;0
2019;200000815;100000171;201910000161001;10000161;11;1100205;4;1;5;0;0
2019;200000816;100000342;201910000161001;10000161;11;1100205;4;1;5;0;0
2019;200000817;100000359;201910000161001;10000161;11;1100205;4;1;5;1;0
2019;200000818;100000413;201910000161002;10000161;11;1100205;4;1;5;0;0
2019;200000819;100000673;201910000161001;10000161;11;1100205;4;1;5;0;0
2019;200000820;100000812;201910000161001;10000161;11;1100205;4;1;4;0;0
2019;200000821;100000900;201910000161001;10000161;11;1100205;4;1;5;0;0
2019;200000822;100000915;201910000161001;10000161;11;1100205;4;1;5;0;0
2019;200000823;100000923;201910000161002;10000161;11;1100205;4;1;4;0;0
2019;200000824;100000098;201910000162001;10000162;25;2507507;4;1;5;0;0
2019;200000825;100000165;201910000162002;10000162;25;2507507;4;1;5;0;0
2019;200000826;100000187;201910000162001;10000162;25;2507507;4;1;5;0;0
2019;200000827;100000192;201910000162001;10000162;25;2507507;4;1;5;0;0
2019;200000828;100000203;201910000162001;10000162;25;2507507;4;1;5;0;0
2019;200000829;100000118;201910000163002;10000163;24;2408102;3;1;5;0;0
2019;200000830;100000141;201910000163004;10000163;24;2408102;3;1;5;0;0
2019;200000831;100000288;201910000163002;10000163;24;2408102;3;0;5;0;0
2019;200000832;100000437;201910000163001;10000163;24;2408102;3;1;5;0;0
2019;200000833;100000462;201910000163003;10000163;24;2408102;3;1;5;0;0
2019;200000834;100000071;201910000164001;10000164;35;3550308;3;1;5;0;0
2019;200000835;100000302;201910000164003;10000164;35;3550308;3;1;5;0;0
2019;200000836;100000409;201910000164001;10000164;35;3550308;3;1;5;0;0
2019;200000837;100000759;201910000164002;10000164;35;3550308;3;1;4;0;0
2019;200000838;100000828;201910000164001;10000164;35;3550308;3;1;5;0;0
2019;200000839;100000035;201910000165001;10000165;25;2507507;3;1;4;0;0
2019;200000840;100000267;201910000165001;10000165;25;2507507;3;1;5;0;0
2019;200000841;100000865;201910000165002;10000165;25;2507507;3;1;4;0;0
2019;200000842;100000073;201910000166001;10000166;35;3550308;3;1;5;0;0
2019;200000843;100000138;201910000166003;10000166;35;3550308;3;1;2;0;0
2019;200000844;100000234;201910000166002;10000166;35;3550308;3;1;5;1;0
2019;200000845;100000513;201910000166003;10000166;35;3550308;3;1;5;0;0
2019;200000846;100000740;201910000166004;10000166;35;3550308;3;1;5;0;0
2019;200000847;100000060;201910000167001;10000167;21;2111300;4;1;5;0;0
2019;200000848;100000258;201910000167004;10000167;21;2111300;4;1;4;0;0
2019;200000849;100000433;201910000167002;10000167;21;2111300;4;1;5;0;0
2019;200000850;100000725;201910000167004;10000167;21;2111300;4;1;5;0;0
2019;200000851;100000321;201910000168002;10000168;31;3106200;2;1;5;0;0
2019;200000852;100000538;201910000168001;10000168;31;3106200;2;1;5;0;0
2019;200000853;100000586;201910000168002;10000168;31;3106200;2;1;5;0;0
2019;200000854;100000318;201910000169005;10000169;32;3205309;3;1;5;0;0
2019;200000855;100000290;201910000170002;10000170;35;3550308;2;1;5;0;0
2019;200000856;100000843;201910000170004;10000170;35;3550308;2;0;5;0;0
2019;200000857;100000511;201910000171005;10000171;29;2927408;3;1;5;0;0
2019;200000858;100000114;201910000172002;10000172;22;2211001;4;1;5;0;0
2019;200000859;100000136;201910000172002;10000172;22;2211001;4;1;4;0;0
2019;200000860;100000347;201910000172002;10000172;22;2211001;4;1;5;0;0
2019;200000861;100000466;201910000172004;10000172;22;2211001;4;1;5;0;0
2019;200000862;100000563;201910000172004;10000172;22;2211001;4;1;4;0;0
2019;200000863;100000848;201910000172005;10000172;22;2211001;4;0;5;0;0
2019;200000864;100000873;201910000172001;10000172;22;2211001;4;0;5;0;0
2019;200000865;100000926;201910000172003;10000172;22;2211001;4;1;5;1;0
2019;200000866;100000946;201910000172004;10000172;22;2211001;4;1;5;0;0
2019;200000867;100000985;201910000172002;10000172;22;2211001;4;1;5;0;0
2019;200000868;100000283;201910000173002;10000173;22;2211001;4;1;5;0;0
2019;200000869;100000303;201910000173002;10000173;22;2211001;4;1;5;0;0
2019;200000870;100000310;201910000173001;10000173;22;2211001;4;1;5;0;0
2019;200000871;100000440;201910000173002;10000173;22;2211001;4;1;2;0;0
2019;200000872;100000565;201910000173002;10000173;22;2211001;4;1;5;0;0
2019;200000873;100000756;201910000173002;10000173;22;2211001;4;1;5;0;0
2019;200000874;100000766;201910000173002;10000173;22;2211001;4;1;5;0;0
2019;200000875;100000889;201910000173002;10000173;22;2211001;4;1;5;1;0
2019;200000876;100000438;201910000174001;10000174;27;2704302;3;1;5;0;0
2019;200000877;100000804;201910000174002;10000174;27;2704302;3;1;5;0;0
2019;200000878;100000075;201910000176002;10000176;32;3205309;3;1;5;1;0
2019;200000879;100000361;201910000176002;10000176;32;3205309;3;1;5;1;0
2019;200000880;100000628;201910000176002;10000176;32;3205309;3;1;5;0;0
2019;200000881;100000629;201910000176002;10000176;32;3205309;3;1;5;0;0
2019;200000882;100000835;201910000176002;10000176;32;3205309;3;1;5;0;0
2019;200000883;100000232;201910000177002;10000177;41;4106902;3;1;5;0;0
2019;200000884;100000603;201910000177004;10000177;41;4106902;3;0;5;0;0
2019;200000885;100000023;201910000178002;10000178;24;2408102;2;1;4;0;0
2019;200000886;100000092;201910000178002;10000178;24;2408102;2;0;5;0;0
2019;200000887;100000296;201910000178002;10000178;24;2408102;2;1;5;0;0
2019;200000888;100000322;201910000178002;10000178;24;2408102;2;1;5;0;0
2019;200000889;100000719;201910000178002;10000178;24;2408102;2;1;5;1;0
2019;200000890;100000998;201910000178001;10000178;24;2408102;2;1;5;0;0
2019;200000891;100000065;201910000179002;10000179;43;4314902;3;1;5;0;0
2019;200000892;100000328;201910000179001;10000179;43;4314902;3;0;5;0;0
2019;200000893;100000634;201910000179002;10000179;43;4314902;3;1;5;1;0
2019;200000894;100000037;201910000180002;10000180;26;2611606;3;1;4;0;0
2019;200000895;100000156;201910000180001;10000180;26;2611606;3;1;5;0;0
2019;200000896;100000229;201910000180001;10000180;26;2611606;3;1;5;0;0
2019;200000897;100000483;201910000180001;10000180;26;2611606;3;1;5;0;0
2019;200000898;100000562;201910000180002;10000180;26;2611606;3;1;5;0;0
2019;200000899;100000597;201910000180001;10000180;26;2611606;3;1;5;0;0
2019;200000900;100000638;201910000180002;10000180;26;2611606;3;1;2;0;0
2019;200000901;100000662;201910000180002;10000180;26;2611606;3;0;4;0;0
2019;200000902;100000679;201910000180002;10000180;26;2611606;3;1;5;0;0
2019;200000903;100000774;201910000180001;10000180;26;2611606;3;0;5;0;0
2019;200000904;100000230;201910000181001;10000181;12;1200401;3;1;4;0;0
2019;200000905;100000381;201910000181002;10000181;12;1200401;3;1;5;0;0
2019;200000906;100000579;201910000181001;10000181;12;1200401;3;1;5;0;0
2019;200000907;100000794;201910000181001;10000181;12;1200401;3;1;5;1;0
2019;200000908;100000052;201910000182004;10000182;42;4205407;3;1;2;0;0
2019;200000909;100000286;201910000182002;10000182;42;4205407;3;1;5;0;0
2019;200000910;100000311;201910000182002;10000182;42;4205407;3;1;5;0;0
2019;200000911;100000577;201910000182002;10000182;42;4205407;3;1;5;0;0
2019;200000912;100000596;201910000182002;10000182;42;4205407;3;1;5;0;0
2019;200000913;100000896;201910000182001;10000182;42;4205407;3;1;5;1;0
2019;200000914;100000899;201910000182004;10000182;42;4205407;3;1;5;0;0
2019;200000915;100000173;201910000183004;10000183;31;3106200;3;1;5;0;0
2019;200000916;100000255;201910000183002;10000183;31;3106200;3;1;5;0;0
2019;200000917;100000304;201910000183003;10000183;31;3106200;3;1;5;1;0
2019;200000918;100000345;201910000183002;10000183;31;3106200;3;1;5;0;0
2019;200000919;100000686;201910000183002;10000183;31;3106200;3;1;5;1;0
2019;200000920;100000721;201910000183004;10000183;31;3106200;3;1;4;0;0
2019;200000921;100000863;201910000184001;10000184;35;3509502;3;1;5;1;0
2019;200000922;100000902;201910000184004;10000184;35;3509502;3;1;5;0;0
2019;200000923;100000001;201910000185001;10000185;29;2927408;3;1;5;0;0
2019;200000924;100000074;201910000185001;10000185;29;2927408;3;1;5;1;0
2019;200000925;100000193;201910000185002;10000185;29;2927408;3;1;5;0;0
2019;200000926;100000254;201910000185001;10000185;29;2927408;3;1;5;0;0
2019;200000927;100000404;201910000185001;10000185;29;2927408;3;1;5;0;0
2019;200000928;100000642;201910000185001;10000185;29;2927408;3;1;5;0;0
2019;200000929;100000844;201910000185001;10000185;29;2927408;3;1;5;0;0
2019;200000930;100000895;201910000185001;10000185;29;2927408;3;1;5;1;0
2019;200000931;100000987;201910000185002;10000185;29;2927408;3;1;5;0;0
2019;200000932;100000043;201910000186001;10000186;26;2611606;3;0;5;1;0
2019;200000933;100000668;201910000186002;10000186;26;2611606;3;1;5;0;0
2019;200000934;100000696;201910000186002;10000186;26;2611606;3;1;5;0;0
2019;200000935;100000821;201910000186002;10000186;26;2611606;3;1;5;0;0
2019;200000936;100000064;201910000187002;10000187;12;1200401;4;1;5;0;0
2019;200000937;100000256;201910000187003;10000187;12;1200401;4;1;2;0;0
2019;200000938;100000277;201910000187002;10000187;12;1200401;4;1;5;0;0
2019;200000939;100000558;201910000187004;10000187;12;1200401;4;1;5;0;0
2019;200000940;100000950;201910000187004;10000187;12;1200401;4;1;5;0;0
2019;200000941;100000976;201910000187004;10000187;12;1200401;4;1;4;0;0
2019;200000942;100000992;201910000187005;10000187;12;1200401;4;1;5;0;0
2019;200000943;100000083;201910000189005;10000189;32;3205309;4;1;5;1;0
2019;200000944;100000439;201910000189004;10000189;32;3205309;4;1;5;0;0
2019;200000945;100000453;201910000189002;10000189;32;3205309;4;1;5;0;0
2019;200000946;100000536;201910000189005;10000189;32;3205309;4;1;5;0;0
2019;200000947;100000612;201910000189002;10000189;32;3205309;4;1;5;1;0
2019;200000948;100000811;201910000189003;10000189;32;3205309;4;1;5;0;0
2019;200000949;100000956;201910000189002;10000189;32;3205309;4;1;5;0;0
2019;200000950;100000016;201910000190002;10000190;35;3509502;2;1;5;0;0
2019;200000951;100000212;201910000191002;10000191;35;3550308;3;1;2;0;0
2019;200000952;100000393;201910000191004;10000191;35;3550308;3;1;4;0;0
2019;200000953;100000753;201910000191005;10000191;35;3550308;3;1;5;1;0
2019;200000954;100000838;201910000191001;10000191;35;3550308;3;1;5;0;0
2019;200000955;100000609;201910000192003;10000192;26;2611606;2;1;5;1;0
2019;200000956;100000222;201910000193001;10000193;32;3205309;3;1;5;0;0
2019;200000957;100000045;201910000194002;10000194;32;3205309;3;1;5;0;0
2019;200000958;100000096;201910000194002;10000194;32;3205309;3;1;5;0;0
2019;200000959;100000275;201910000194001;10000194;32;3205309;3;1;5;0;0
2019;200000960;100000135;201910000195001;10000195;33;3304557;4;1;5;0;0
2019;200000961;100000227;201910000195001;10000195;33;3304557;4;1;5;0;0
2019;200000962;100000282;201910000195002;10000195;33;3304557;4;1;5;0;0
2019;200000963;100000459;201910000195002;10000195;33;3304557;4;1;4;0;0
2019;200000964;100000499;201910000195001;10000195;33;3304557;4;1;5;0;0
2019;200000965;100000810;201910000195001;10000195;33;3304557;4;1;5;1;0
2019;200000966;100000856;201910000195001;10000195;33;3304557;4;1;5;0;0
2019;200000967;100000870;201910000195002;10000195;33;3304557;4;1;2;0;0
2019;200000968;100000907;201910000195002;10000195;33;3304557;4;1;2;0;0
2019;200000969;100000908;201910000195002;10000195;33;3304557;4;1;4;0;0
2019;200000970;100000952;201910000195001;10000195;33;3304557;4;0;5;1;0
2019;200000971;100000047;201910000196001;10000196;33;3304557;4;1;5;0;0
2019;200000972;100000122;201910000196002;10000196;33;3304557;4;1;5;0;0
2019;200000973;100000160;201910000196001;10000196;33;3304557;4;1;5;0;0
2019;200000974;100000570;201910000196001;10000196;33;3304557;4;1;5;0;0
2019;200000975;100000988;201910000196001;10000196;33;3304557;4;1;4;0;0
2019;200000976;100000069;201910000197003;10000197;25;2507507;4;1;5;1;0
2019;200000977;100000238;201910000197001;10000197;25;2507507;4;1;5;0;0
2019;200000978;100000343;201910000197003;10000197;25;2507507;4;1;5;0;0
2019;200000979;100000747;201910000197001;10000197;25;2507507;4;1;5;0;0
2019;200000980;100000779;201910000197002;10000197;25;2507507;4;1;2;0;0
2019;200000981;100000475;201910000198003;10000198;32;3205309;3;1;5;0;0
2019;200000982;100000498;201910000198001;10000198;32;3205309;3;1;5;1;0
2019;200000983;100000569;201910000198001;10000198;32;3205309;3;1;5;0;0
2019;200000984;100000626;201910000198003;10000198;32;3205309;3;1;5;0;0
2019;200000985;100000816;201910000198001;10000198;32;3205309;3;1;5;0;0
2019;200000986;100000934;201910000198002;10000198;32;3205309;3;1;5;0;0
2019;200000987;100000051;201910000199001;10000199;29;2927408;2;1;5;0;0
2019;200000988;100000100;201910000199001;10000199;29;2927408;2;1;5;1;0
2019;200000989;100000128;201910000199003;10000199;29;2927408;2;0;5;0;0
2019;200000990;100000307;201910000199001;10000199;29;2927408;2;1;2;0;0
2019;200000991;100000346;201910000199002;10000199;29;2927408;2;1;5;1;0
2019;200000992;100000639;201910000199001;10000199;29;2927408;2;1;5;0;0
2019;200000993;100000658;201910000199003;10000199;29;2927408;2;1;5;0;0
2019;200000994;100000099;201910000200001;10000200;29;2927408;2;1;5;0;0
2019;200000995;100000132;201910000200002;10000200;29;2927408;2;1;5;0;0
2019;200000996;100000320;201910000200001;10000200;29;2927408;2;1;4;0;0
2019;200000997;100000524;201910000200001;10000200;29;2927408;2;1;5;0;0
2019;200000998;100000669;201910000200002;10000200;29;2927408;2;1;5;0;0
2019;200000999;100000728;201910000200002;10000200;29;2927408;2;1;2;0;0
2019;200001000;100000793;201910000200002;10000200;29;2927408;2;1;4;0;0
2020;200001001;100000206;202010000001002;10000001;12;1200401;4;1;5;0;0
2020;200001002;100000476;202010000001005;10000001;12;1200401;4;1;2;0;0
2020;200001003;100000734;202010000001005;10000001;12;1200401;4;1;4;0;0
2020;200001004;100000815;202010000001003;10000001;12;1200401;4;1;4;0;0
2020;200001005;100000887;202010000001003;10000001;12;1200401;4;1;4;0;0
2020;200001006;100000117;202010000002002;10000002;11;1100205;3;1;4;0;0
2020;200001007;100000502;202010000002001;10000002;11;1100205;3;1;5;0;0
2020;200001008;100000567;202010000002001;10000002;11;1100205;3;1;5;0;0
2020;200001009;100000020;202010000003002;10000003;35;3509502;4;1;5;0;0
2020;200001010;100000072;202010000003003;10000003;35;3509502;4;1;5;0;0
2020;200001011;100000305;202010000003002;10000003;35;3509502;4;1;5;0;0
2020;200001012;100000416;202010000003003;10000003;35;3509502;4;1;5;0;0
2020;200001013;100000677;202010000003002;10000003;35;3509502;4;1;5;0;0
2020;200001014;100000786;202010000003002;10000003;35;3509502;4;1;5;0;0
2020;200001015;100000233;202010000004001;10000004;41;4106902;3;1;5;0;0
2020;200001016;100000260;202010000004002;10000004;41;4106902;3;1;5;0;0
2020;200001017;100000263;202010000004002;10000004;41;4106902;3;1;5;0;0
2020;200001018;100000411;202010000004002;10000004;41;4106902;3;1;5;0;0
2020;200001019;100000432;202010000004002;10000004;41;4106902;3;1;5;1;0
2020;200001020;100000708;202010000004003;10000004;41;4106902;3;1;5;1;0
2020;200001021;100000723;202010000004003;10000004;41;4106902;3;1;5;0;0
2020;200001022;100000272;202010000005002;10000005;23;2304400;3;1;5;0;0
2020;200001023;100000387;202010000005001;10000005;23;2304400;3;1;5;0;0
2020;200001024;100000489;202010000005002;10000005;23;2304400;3;1;5;0;0
2020;200001025;100000057;202010000006001;10000006;25;2507507;3;1;5;0;0
2020;200001026;100000143;202010000006002;10000006;25;2507507;3;1;5;0;0
2020;200001027;100000177;202010000006002;10000006;25;2507507;3;1;5;0;0
2020;200001028;100000614;202010000006003;10000006;25;2507507;3;1;5;0;0
2020;200001029;100000820;202010000006002;10000006;25;2507507;3;1;5;0;0
2020;200001030;100000993;202010000006003;10000006;25;2507507;3;1;5;0;0
2020;200001031;100000168;202010000007002;10000007;29;2927408;3;1;5;0;0
