NU_ANO;ID_TURMA;CO_ENTIDADE;TP_ETAPA_ENSINO;TP_MEDIACAO_DIDATICO_PEDAGO;TP_TIPO_ATENDIMENTO_TURMA;NU_DURACAO_TURMA;NU_DIAS_ATIVIDADE
2019;201910000175002;10000175;19;1;1;291;4
2019;201910000175003;10000175;41;1;1;252;4
2019;201910000176001;10000176;27;1;1;218;4
2019;201910000176002;10000176;21;1;1;299;4
2019;201910000177001;10000177;27;1;1;276;5
2019;201910000177002;10000177;25;1;1;204;4
2019;201910000177003;10000177;26;1;1;285;5
2019;201910000177004;10000177;27;1;1;252;5
2019;201910000177005;10000177;26;1;1;225;4
2019;201910000178001;10000178;18;1;1;253;5
2019;201910000178002;10000178;26;1;1;201;4
2019;201910000179001;10000179;15;1;1;251;5
2019;201910000179002;10000179;41;1;1;236;5
2019;201910000180001;10000180;21;1;1;211;5
2019;201910000180002;10000180;41;1;1;226;5
2019;201910000181001;10000181;16;1;1;209;5
2019;201910000181002;10000181;71;1;1;233;4
2019;201910000182001;10000182;41;1;1;256;5
2019;201910000182002;10000182;16;1;1;214;5
2019;201910000182003;10000182;19;1;1;273;5
2019;201910000182004;10000182;21;1;1;211;4
2019;201910000183001;10000183;15;1;1;204;5
2019;201910000183002;10000183;17;1;1;233;4
2019;201910000183003;10000183;17;1;1;249;5
2019;201910000183004;10000183;15;1;1;203;4
2019;201910000184001;10000184;21;1;1;244;4
2019;201910000184002;10000184;25;1;1;237;5
2019;201910000184003;10000184;21;1;1;242;4
2019;201910000184004;10000184;20;1;1;274;4
2019;201910000185001;10000185;20;1;1;202;4
2019;201910000185002;10000185;27;1;1;250;4
2019;201910000186001;10000186;21;1;1;282;5
2019;201910000186002;10000186;19;1;1;223;4
2019;201910000186003;10000186;41;1;1;296;4
2019;201910000186004;10000186;21;1;1;229;4
2019;201910000186005;10000186;21;1;1;213;4
2019;201910000187001;10000187;17;1;1;259;5
2019;201910000187002;10000187;18;1;1;260;5
2019;201910000187003;10000187;17;1;1;254;4
2019;201910000187004;10000187;18;1;1;243;5
2019;201910000187005;10000187;14;1;1;294;5
2019;201910000188001;10000188;27;1;1;279;5
2019;201910000188002;10000188;16;1;1;203;5
2019;201910000188003;10000188;41;1;1;206;4
2019;201910000188004;10000188;19;1;1;226;5
2019;201910000189001;10000189;17;1;1;279;4
2019;201910000189002;10000189;16;1;1;265;5
2019;201910000189003;10000189;16;1;1;270;4
2019;201910000189004;10000189;15;1;1;282;5
2019;201910000189005;10000189;18;1;1;210;5
2019;201910000190001;10000190;15;1;1;218;4
2019;201910000190002;10000190;18;1;1;248;5
2019;201910000190003;10000190;16;1;1;237;4
2019;201910000190004;10000190;16;1;1;264;5
2019;201910000190005;10000190;17;1;1;224;4
2019;201910000191001;10000191;71;1;1;277;4
2019;201910000191002;10000191;14;1;1;273;5
2019;201910000191003;10000191;14;1;1;233;5
2019;201910000191004;10000191;70;1;1;257;4
2019;201910000191005;10000191;15;1;1;253;4
2019;201910000192001;10000192;17;1;1;293;4
2019;201910000192002;10000192;18;1;1;232;5
2019;201910000192003;10000192;14;1;1;282;5
2019;201910000193001;10000193;27;1;1;248;4
2019;201910000193002;10000193;25;1;1;279;5
2019;201910000194001;10000194;17;1;1;289;4
2019;201910000194002;10000194;14;1;1;238;5
2019;201910000195001;10000195;71;1;1;294;4
2019;201910000195002;10000195;15;1;1;212;5
2019;201910000196001;10000196;69;1;1;208;5
2019;201910000196002;10000196;70;1;1;216;5
2019;201910000196003;10000196;71;1;1;207;5
2019;201910000196004;10000196;70;1;1;242;5
2019;201910000197001;10000197;21;1;1;253;4
2019;201910000197002;10000197;19;1;1;282;5
2019;201910000197003;10000197;28;1;1;205;5
2019;201910000198001;10000198;41;1;1;213;5
2019;201910000198002;10000198;19;1;1;245;5
2019;201910000198003;10000198;18;1;1;289;5
2019;201910000198004;10000198;15;1;1;205;4
2019;201910000199001;10000199;17;1;1;249;5
2019;201910000199002;10000199;21;1;1;293;4
2019;201910000199003;10000199;16;1;1;281;4
2019;201910000200001;10000200;14;1;1;281;4
2019;201910000200002;10000200;21;1;1;239;5
2020;202010000001001;10000001;14;1;1;268;4
2020;202010000001002;10000001;18;1;1;234;5
2020;202010000001003;10000001;71;1;1;204;5
2020;202010000001004;10000001;15;1;1;298;5
2020;202010000001005;10000001;71;1;1;289;4
2020;202010000002001;10000002;14;1;1;288;4
2020;202010000002002;10000002;27;1;1;272;4
2020;202010000003001;10000003;21;1;1;285;4
2020;202010000003002;10000003;19;1;1;276;4
2020;202010000003003;10000003;20;1;1;213;4
2020;202010000004001;10000004;27;1;1;217;5
2020;202010000004002;10000004;14;1;1;234;4
2020;202010000004003;10000004;71;1;1;234;4
2020;202010000004004;10000004;70;1;1;287;4
2020;202010000005001;10000005;16;1;1;200;4
2020;202010000005002;10000005;19;1;1;238;4
2020;202010000006001;10000006;20;1;1;201;5
2020;202010000006002;10000006;19;1;1;226;4
2020;202010000006003;10000006;21;1;1;290;5
2020;202010000007001;10000007;69;1;1;209;5
2020;202010000007002;10000007;15;1;1;248;5
2020;202010000008001;10000008;26;1;1;285;4
2020;202010000008002;10000008;17;1;1;247;5
2020;202010000008003;10000008;17;1;1;228;4
2020;202010000008004;10000008;15;1;1;234;4
2020;202010000008005;10000008;16;1;1;213;5
2020;202010000009001;10000009;17;1;1;216;5
2020;202010000009002;10000009;17;1;1;205;5
2020;202010000009003;10000009;18;1;1;245;4
2020;202010000010001;10000010;28;1;1;220;5
2020;202010000010002;10000010;20;1;1;295;4
2020;202010000011001;10000011;41;1;1;204;5
2020;202010000011002;10000011;14;1;1;207;4
2020;202010000011003;10000011;14;1;1;288;4
2020;202010000011004;10000011;20;1;1;242;5
2020;202010000011005;10000011;19;1;1;223;5
2020;202010000012001;10000012;19;1;1;241;4
2020;202010000012002;10000012;18;1;1;260;4
2020;202010000013001;10000013;20;1;1;260;5
2020;202010000013002;10000013;15;1;1;299;5
2020;202010000013003;10000013;18;1;1;272;4
2020;202010000013004;10000013;15;1;1;214;5
2020;202010000013005;10000013;21;1;1;270;4
2020;202010000014001;10000014;16;1;1;273;5
2020;202010000014002;10000014;15;1;1;242;4
2020;202010000015001;10000015;69;1;1;202;4
2020;202010000015002;10000015;70;1;1;298;4
2020;202010000015003;10000015;69;1;1;296;5
2020;202010000015004;10000015;71;1;1;273;5
2020;202010000015005;10000015;71;1;1;280;5
2020;202010000016001;10000016;16;1;1;285;5
2020;202010000016002;10000016;70;1;1;208;5
2020;202010000016003;10000016;20;1;1;246;5
2020;202010000016004;10000016;18;1;1;240;5
2020;202010000017001;10000017;20;1;1;202;4
2020;202010000017002;10000017;21;1;1;274;4
2020;202010000017003;10000017;41;1;1;258;5
2020;202010000017004;10000017;41;1;1;282;5
2020;202010000018001;10000018;17;1;1;231;4
2020;202010000018002;10000018;14;1;1;204;5
2020;202010000018003;10000018;25;1;1;206;5
2020;202010000019001;10000019;14;1;1;272;4
2020;202010000019002;10000019;14;1;1;259;5
2020;202010000019003;10000019;21;1;1;244;5
2020;202010000020001;10000020;20;1;1;200;5
2020;202010000020002;10000020;70;1;1;254;4
2020;202010000020003;10000020;20;1;1;240;5
2020;202010000021001;10000021;26;1;1;211;5
2020;202010000021002;10000021;15;1;1;226;4
2020;202010000021003;10000021;14;1;1;294;4
2020;202010000022001;10000022;16;1;1;298;5
2020;202010000022002;10000022;15;1;1;224;5
2020;202010000022003;10000022;15;1;1;260;4
2020;202010000023001;10000023;69;1;1;281;5
2020;202010000023002;10000023;41;1;1;238;5
2020;202010000024001;10000024;20;1;1;260;4
2020;202010000024002;10000024;20;1;1;231;4
2020;202010000025001;10000025;14;1;1;210;4
2020;202010000025002;10000025;15;1;1;203;5
2020;202010000025003;10000025;15;1;1;295;4
2020;202010000025004;10000025;14;1;1;276;4
2020;202010000025005;10000025;18;1;1;205;4
2020;202010000026001;10000026;69;1;1;226;4
2020;202010000026002;10000026;71;1;1;206;4
2020;202010000027001;10000027;18;1;1;272;5
2020;202010000027002;10000027;17;1;1;280;5
2020;202010000027003;10000027;16;1;1;202;4
2020;202010000027004;10000027;21;1;1;225;4
2020;202010000028001;10000028;20;1;1;235;4
2020;202010000028002;10000028;27;1;1;252;4
2020;202010000029001;10000029;16;1;1;224;4
2020;202010000029002;10000029;27;1;1;295;4
2020;202010000029003;10000029;25;1;1;224;4
2020;202010000029004;10000029;16;1;1;206;5
2020;202010000029005;10000029;25;1;1;254;4
2020;202010000030001;10000030;28;1;1;283;5
2020;202010000030002;10000030;28;1;1;287;4
2020;202010000030003;10000030;28;1;1;247;5
2020;202010000031001;10000031;16;1;1;224;5
2020;202010000031002;10000031;41;1;1;208;5
2020;202010000031003;10000031;14;1;1;280;4
2020;202010000031004;10000031;14;1;1;286;4
2020;202010000031005;10000031;21;1;1;265;5
2020;202010000032001;10000032;16;1;1;213;4
2020;202010000032002;10000032;19;1;1;276;5
2020;202010000032003;10000032;16;1;1;248;5
2020;202010000032004;10000032;19;1;1;202;5
2020;202010000032005;10000032;20;1;1;208;5
2020;202010000033001;10000033;41;1;1;271;4
2020;202010000033002;10000033;20;1;1;237;4
2020;202010000033003;10000033;21;1;1;209;5
2020;202010000033004;10000033;41;1;1;258;4
2020;202010000034001;10000034;15;1;1;281;5
2020;202010000034002;10000034;14;1;1;222;5
2020;202010000034003;10000034;18;1;1;234;4
2020;202010000034004;10000034;20;1;1;213;4
2020;202010000035001;10000035;27;1;1;258;5
2020;202010000035002;10000035;71;1;1;232;4
2020;202010000035003;10000035;18;1;1;257;5
2020;202010000036001;10000036;17;1;1;247;5
2020;202010000036002;10000036;18;1;1;295;5
2020;202010000036003;10000036;15;1;1;286;5
2020;202010000036004;10000036;16;1;1;287;4
2020;202010000037001;10000037;14;1;1;210;5
2020;202010000037002;10000037;41;1;1;211;5
2020;202010000037003;10000037;41;1;1;209;5
2020;202010000037004;10000037;16;1;1;290;4
2020;202010000037005;10000037;16;1;1;288;4
2020;202010000038001;10000038;20;1;1;263;5
2020;202010000038002;10000038;21;1;1;292;5
2020;202010000039001;10000039;21;1;1;295;5
2020;202010000039002;10000039;21;1;1;208;4
2020;202010000039003;10000039;19;1;1;241;4
2020;202010000040001;10000040;21;1;1;251;4
2020;202010000040002;10000040;20;1;1;252;4
2020;202010000041001;10000041;41;1;1;261;4
2020;202010000041002;10000041;19;1;1;284;5
2020;202010000041003;10000041;17;1;1;278;4
2020;202010000041004;10000041;41;1;1;207;4
2020;202010000042001;10000042;19;1;1;256;5
2020;202010000042002;10000042;14;1;1;244;4
2020;202010000042003;10000042;16;1;1;225;5
2020;202010000043001;10000043;14;1;1;227;4
2020;202010000043002;10000043;28;1;1;247;4
2020;202010000043003;10000043;17;1;1;292;4
2020;202010000043004;10000043;18;1;1;242;5
2020;202010000043005;10000043;15;1;1;214;5
2020;202010000044001;10000044;14;1;1;223;5
2020;202010000044002;10000044;15;1;1;282;5
2020;202010000045001;10000045;27;1;1;278;5
2020;202010000045002;10000045;26;1;1;299;5
2020;202010000045003;10000045;25;1;1;239;4
2020;202010000046001;10000046;25;1;1;222;5
2020;202010000046002;10000046;28;1;1;269;5
2020;202010000046003;10000046;26;1;1;219;5
2020;202010000046004;10000046;25;1;1;251;5
2020;202010000047001;10000047;15;1;1;236;5
2020;202010000047002;10000047;14;1;1;241;5
2020;202010000048001;10000048;71;1;1;224;4
2020;202010000048002;10000048;14;1;1;209;4
2020;202010000048003;10000048;71;1;1;271;4
2020;202010000048004;10000048;69;1;1;216;4
2020;202010000048005;10000048;15;1;1;283;5
2020;202010000049001;10000049;17;1;1;295;5
2020;202010000049002;10000049;15;1;1;254;5
2020;202010000050001;10000050;21;1;1;280;4
2020;202010000050002;10000050;19;1;1;230;5
2020;202010000050003;10000050;21;1;1;287;5
2020;202010000050004;10000050;19;1;1;284;5
2020;202010000050005;10000050;19;1;1;252;5
2020;202010000051001;10000051;18;1;1;223;4
2020;202010000051002;10000051;17;1;1;296;4
2020;202010000051003;10000051;21;1;1;256;5
2020;202010000051004;10000051;19;1;1;264;5
2020;202010000051005;10000051;41;1;1;202;5
2020;202010000052001;10000052;70;1;1;288;5
2020;202010000052002;10000052;16;1;1;216;5
2020;202010000052003;10000052;18;1;1;292;4
2020;202010000053001;10000053;16;1;1;208;4
2020;202010000053002;10000053;16;1;1;215;5
2020;202010000053003;10000053;14;1;1;221;4
2020;202010000053004;10000053;14;1;1;245;4
2020;202010000054001;10000054;70;1;1;203;5
2020;202010000054002;10000054;26;1;1;262;4
2020;202010000055001;10000055;27;1;1;262;5
2020;202010000055002;10000055;21;1;1;205;4
2020;202010000055003;10000055;20;1;1;285;4
2020;202010000055004;10000055;28;1;1;294;4
2020;202010000055005;10000055;41;1;1;277;5
2020;202010000056001;10000056;17;1;1;212;5
2020;202010000056002;10000056;18;1;1;216;4
2020;202010000056003;10000056;18;1;1;204;4
2020;202010000056004;10000056;17;1;1;280;5
2020;202010000056005;10000056;18;1;1;260;4
2020;202010000057001;10000057;16;1;1;254;4
2020;202010000057002;10000057;20;1;1;231;5
2020;202010000057003;10000057;18;1;1;233;5
2020;202010000057004;10000057;20;1;1;201;4
2020;202010000057005;10000057;18;1;1;208;4
2020;202010000058001;10000058;20;1;1;274;4
2020;202010000058002;10000058;19;1;1;229;4
2020;202010000058003;10000058;19;1;1;248;5
2020;202010000058004;10000058;41;1;1;242;4
2020;202010000059001;10000059;70;1;1;249;5
2020;202010000059002;10000059;69;1;1;290;4
2020;202010000059003;10000059;15;1;1;208;4
2020;202010000059004;10000059;69;1;1;243;5
2020;202010000060001;10000060;17;1;1;235;5
2020;202010000060002;10000060;17;1;1;268;4
2020;202010000060003;10000060;17;1;1;210;5
2020;202010000061001;10000061;16;1;1;298;5
2020;202010000061002;10000061;17;1;1;216;5
2020;202010000061003;10000061;16;1;1;234;4
2020;202010000061004;10000061;17;1;1;292;5
2020;202010000062001;10000062;20;1;1;212;4
2020;202010000062002;10000062;18;1;1;260;4
2020;202010000062003;10000062;69;1;1;223;5
2020;202010000062004;10000062;19;1;1;251;4
2020;202010000063001;10000063;69;1;1;288;5
2020;202010000063002;10000063;15;1;1;201;4
2020;202010000063003;10000063;71;1;1;212;4
2020;202010000063004;10000063;15;1;1;241;4
2020;202010000064001;10000064;15;1;1;288;5
2020;202010000064002;10000064;15;1;1;212;5
2020;202010000064003;10000064;17;1;1;294;5
2020;202010000064004;10000064;15;1;1;272;5
2020;202010000064005;10000064;17;1;1;231;4
2020;202010000065001;10000065;69;1;1;297;5
2020;202010000065002;10000065;41;1;1;295;5
2020;202010000066001;10000066;17;1;1;241;5
2020;202010000066002;10000066;14;1;1;222;4
2020;202010000066003;10000066;17;1;1;219;4
2020;202010000066004;10000066;16;1;1;251;4
2020;202010000066005;10000066;17;1;1;261;4
2020;202010000067001;10000067;21;1;1;252;5
2020;202010000067002;10000067;17;1;1;209;5
2020;202010000067003;10000067;19;1;1;275;4
2020;202010000067004;10000067;21;1;1;205;4
2020;202010000068001;10000068;27;1;1;217;5
2020;202010000068002;10000068;25;1;1;261;5
2020;202010000068003;10000068;18;1;1;229;5
2020;202010000068004;10000068;14;1;1;245;5
2020;202010000068005;10000068;15;1;1;283;5
2020;202010000069001;10000069;19;1;1;206;5
2020;202010000069002;10000069;21;1;1;287;4
2020;202010000069003;10000069;18;1;1;205;4
2020;202010000070001;10000070;28;1;1;224;4
2020;202010000070002;10000070;27;1;1;275;4
2020;202010000070003;10000070;25;1;1;202;4
2020;202010000070004;10000070;26;1;1;243;4
2020;202010000071001;10000071;15;1;1;272;4
2020;202010000071002;10000071;15;1;1;220;5
2020;202010000071003;10000071;19;1;1;270;5
2020;202010000071004;10000071;28;1;1;252;4
2020;202010000071005;10000071;19;1;1;221;4
2020;202010000072001;10000072;16;1;1;223;4
2020;202010000072002;10000072;18;1;1;203;5
2020;202010000072003;10000072;18;1;1;272;5
2020;202010000073001;10000073;69;1;1;254;5
2020;202010000073002;10000073;70;1;1;269;4
2020;202010000074001;10000074;71;1;1;225;4
2020;202010000074002;10000074;71;1;1;225;4
2020;202010000074003;10000074;70;1;1;239;4
2020;202010000074004;10000074;69;1;1;276;4
2020;202010000074005;10000074;15;1;1;296;5
2020;202010000075001;10000075;15;1;1;255;4
2020;202010000075002;10000075;16;1;1;209;5
2020;202010000076001;10000076;15;1;1;232;4
2020;202010000076002;10000076;19;1;1;263;4
2020;202010000077001;10000077;20;1;1;236;4
2020;202010000077002;10000077;19;1;1;283;5
2020;202010000077003;10000077;21;1;1;227;4
2020;202010000077004;10000077;18;1;1;200;4
2020;202010000077005;10000077;14;1;1;278;4
2020;202010000078001;10000078;19;1;1;234;5
2020;202010000078002;10000078;17;1;1;289;5
2020;202010000079001;10000079;71;1;1;289;5
2020;202010000079002;10000079;16;1;1;215;4
2020;202010000079003;10000079;17;1;1;258;4
2020;202010000080001;10000080;20;1;1;210;5
2020;202010000080002;10000080;20;1;1;292;4
2020;202010000080003;10000080;41;1;1;209;5
2020;202010000081001;10000081;70;1;1;239;5
2020;202010000081002;10000081;14;1;1;216;4
2020;202010000081003;10000081;18;1;1;251;5
2020;202010000081004;10000081;14;1;1;286;4
2020;202010000081005;10000081;16;1;1;265;5
2020;202010000082001;10000082;19;1;1;246;4
2020;202010000082002;10000082;15;1;1;257;5
2020;202010000082003;10000082;41;1;1;201;5
2020;202010000082004;10000082;21;1;1;246;5
2020;202010000083001;10000083;17;1;1;229;5
2020;202010000083002;10000083;17;1;1;208;5
2020;202010000083003;10000083;17;1;1;226;5
2020;202010000083004;10000083;14;1;1;247;4
2020;202010000083005;10000083;18;1;1;281;5
2020;202010000084001;10000084;17;1;1;292;4
2020;202010000084002;10000084;14;1;1;231;5
2020;202010000084003;10000084;15;1;1;225;5
2020;202010000084004;10000084;17;1;1;278;4
2020;202010000084005;10000084;16;1;1;294;4
2020;202010000085001;10000085;69;1;1;270;5
2020;202010000085002;10000085;69;1;1;207;4
2020;202010000086001;10000086;21;1;1;273;5
2020;202010000086002;10000086;19;1;1;203;4
2020;202010000086003;10000086;14;1;1;244;5
2020;202010000087001;10000087;27;1;1;216;4
2020;202010000087002;10000087;25;1;1;288;5
2020;202010000088001;10000088;18;1;1;294;4
2020;202010000088002;10000088;17;1;1;237;5
2020;202010000089001;10000089;27;1;1;287;5
2020;202010000089002;10000089;27;1;1;255;4
2020;202010000089003;10000089;17;1;1;276;5
2020;202010000090001;10000090;19;1;1;216;4
2020;202010000090002;10000090;16;1;1;241;4
2020;202010000091001;10000091;20;1;1;273;5
2020;202010000091002;10000091;21;1;1;269;4
2020;202010000092001;10000092;28;1;1;277;4
2020;202010000092002;10000092;19;1;1;254;5
2020;202010000092003;10000092;18;1;1;292;5
2020;202010000092004;10000092;19;1;1;254;5
2020;202010000093001;10000093;70;1;1;269;5
2020;202010000093002;10000093;71;1;1;265;4
2020;202010000093003;10000093;71;1;1;298;5
2020;202010000093004;10000093;69;1;1;271;5
2020;202010000094001;10000094;15;1;1;216;5
2020;202010000094002;10000094;41;1;1;290;4
2020;202010000094003;10000094;18;1;1;216;4
2020;202010000094004;10000094;16;1;1;215;4
2020;202010000094005;10000094;20;1;1;260;4
2020;202010000095001;10000095;16;1;1;220;5
2020;202010000095002;10000095;17;1;1;238;4
2020;202010000095003;10000095;14;1;1;277;5
2020;202010000096001;10000096;16;1;1;231;5
2020;202010000096002;10000096;15;1;1;215;4
2020;202010000096003;10000096;18;1;1;240;4
2020;202010000096004;10000096;18;1;1;290;4
2020;202010000097001;10000097;14;1;1;277;4
2020;202010000097002;10000097;21;1;1;211;4
2020;202010000098001;10000098;15;1;1;243;4
2020;202010000098002;10000098;15;1;1;256;4
2020;202010000098003;10000098;19;1;1;224;5
2020;202010000098004;10000098;19;1;1;263;5
2020;202010000098005;10000098;15;1;1;277;5
2020;202010000099001;10000099;21;1;1;237;4
2020;202010000099002;10000099;21;1;1;287;4
2020;202010000100001;10000100;15;1;1;223;5
2020;202010000100002;10000100;14;1;1;259;4
2020;202010000101001;10000101;21;1;1;254;5
2020;202010000101002;10000101;18;1;1;286;4
2020;202010000101003;10000101;17;1;1;204;4
2020;202010000101004;10000101;14;1;1;259;4
2020;202010000101005;10000101;21;1;1;244;5
2020;202010000102001;10000102;41;1;1;213;5
2020;202010000102002;10000102;21;1;1;237;5
2020;202010000103001;10000103;19;1;1;253;4
2020;202010000103002;10000103;18;1;1;238;4
2020;202010000103003;10000103;21;1;1;272;4
2020;202010000103004;10000103;16;1;1;263;5
2020;202010000103005;10000103;15;1;1;276;5
2020;202010000104001;10000104;17;1;1;282;5
2020;202010000104002;10000104;28;1;1;259;5
2020;202010000104003;10000104;26;1;1;248;4
2020;202010000104004;10000104;14;1;1;259;5
2020;202010000105001;10000105;21;1;1;270;4
2020;202010000105002;10000105;17;1;1;227;4
2020;202010000105003;10000105;14;1;1;274;4
2020;202010000105004;10000105;15;1;1;264;5
2020;202010000105005;10000105;15;1;1;239;5
2020;202010000106001;10000106;14;1;1;272;5
2020;202010000106002;10000106;26;1;1;202;4
2020;202010000107001;10000107;41;1;1;268;5
2020;202010000107002;10000107;18;1;1;247;4
2020;202010000107003;10000107;19;1;1;235;5
2020;202010000108001;10000108;26;1;1;244;5
2020;202010000108002;10000108;15;1;1;228;4
2020;202010000108003;10000108;28;1;1;214;5
2020;202010000108004;10000108;27;1;1;296;5
2020;202010000108005;10000108;25;1;1;262;4
2020;202010000109001;10000109;27;1;1;288;5
2020;202010000109002;10000109;26;1;1;236;4
2020;202010000109003;10000109;27;1;1;249;5
2020;202010000109004;10000109;70;1;1;276;4
2020;202010000109005;10000109;70;1;1;280;5
2020;202010000110001;10000110;71;1;1;251;5
2020;202010000110002;10000110;14;1;1;258;5
2020;202010000111001;10000111;15;1;1;280;5
2020;202010000111002;10000111;14;1;1;275;5
2020;202010000112001;10000112;25;1;1;240;5
2020;202010000112002;10000112;69;1;1;292;5
2020;202010000112003;10000112;41;1;1;285;5
2020;202010000112004;10000112;69;1;1;236;4
2020;202010000113001;10000113;20;1;1;252;4
2020;202010000113002;10000113;17;1;1;241;5
2020;202010000113003;10000113;17;1;1;237;4
2020;202010000113004;10000113;16;1;1;244;5
2020;202010000114001;10000114;14;1;1;262;4
2020;202010000114002;10000114;21;1;1;209;4
2020;202010000114003;10000114;69;1;1;300;4
2020;202010000114004;10000114;17;1;1;210;5
2020;202010000114005;10000114;71;1;1;243;5
2020;202010000115001;10000115;19;1;1;215;5
2020;202010000115002;10000115;19;1;1;291;5
2020;202010000115003;10000115;19;1;1;284;4
2020;202010000116001;10000116;14;1;1;223;5
2020;202010000116002;10000116;14;1;1;254;4
2020;202010000117001;10000117;19;1;1;249;5
2020;202010000117002;10000117;41;1;1;245;5
2020;202010000117003;10000117;19;1;1;256;4
2020;202010000117004;10000117;17;1;1;256;4
2020;202010000117005;10000117;19;1;1;276;4
2020;202010000118001;10000118;17;1;1;223;5
2020;202010000118002;10000118;17;1;1;252;5
2020;202010000118003;10000118;14;1;1;300;5
2020;202010000118004;10000118;27;1;1;209;5
2020;202010000119001;10000119;70;1;1;277;5
2020;202010000119002;10000119;41;1;1;299;5
2020;202010000119003;10000119;69;1;1;279;4
2020;202010000119004;10000119;19;1;1;299;4
2020;202010000119005;10000119;17;1;1;285;4
2020;202010000120001;10000120;20;1;1;215;4
2020;202010000120002;10000120;19;1;1;223;5
2020;202010000120003;10000120;19;1;1;234;5
2020;202010000120004;10000120;41;1;1;263;4
2020;202010000120005;10000120;19;1;1;298;4
2020;202010000121001;10000121;16;1;1;219;4
2020;202010000121002;10000121;15;1;1;223;4
2020;202010000122001;10000122;17;1;1;219;5
2020;202010000122002;10000122;16;1;1;290;5
2020;202010000123001;10000123;41;1;1;264;4
2020;202010000123002;10000123;14;1;1;272;4
2020;202010000123003;10000123;18;1;1;224;4
2020;202010000123004;10000123;19;1;1;284;4
2020;202010000123005;10000123;69;1;1;281;4
2020;202010000124001;10000124;41;1;1;252;4
2020;202010000124002;10000124;19;1;1;285;4
2020;202010000125001;10000125;26;1;1;261;4
2020;202010000125002;10000125;20;1;1;256;5
2020;202010000125003;10000125;15;1;1;249;4
2020;202010000126001;10000126;19;1;1;267;5
2020;202010000126002;10000126;15;1;1;292;5
2020;202010000126003;10000126;20;1;1;260;4
2020;202010000126004;10000126;15;1;1;294;4
2020;202010000126005;10000126;15;1;1;262;5
2020;202010000127001;10000127;20;1;1;225;5
2020;202010000127002;10000127;18;1;1;270;4
2020;202010000128001;10000128;17;1;1;222;5
2020;202010000128002;10000128;41;1;1;288;4
2020;202010000128003;10000128;15;1;1;300;5
2020;202010000129001;10000129;16;1;1;218;4
2020;202010000129002;10000129;17;1;1;296;4
2020;202010000129003;10000129;19;1;1;243;5
2020;202010000130001;10000130;21;1;1;244;5
2020;202010000130002;10000130;41;1;1;248;4
2020;202010000130003;10000130;19;1;1;243;4
2020;202010000131001;10000131;70;1;1;279;5
2020;202010000131002;10000131;17;1;1;274;4
2020;202010000132001;10000132;16;1;1;206;4
2020;202010000132002;10000132;16;1;1;250;4
2020;202010000132003;10000132;15;1;1;242;4
2020;202010000132004;10000132;18;1;1;279;5
2020;202010000132005;10000132;18;1;1;223;5
2020;202010000133001;10000133;71;1;1;254;5
2020;202010000133002;10000133;18;1;1;202;5
2020;202010000133003;10000133;17;1;1;226;5
2020;202010000134001;10000134;41;1;1;234;5
2020;202010000134002;10000134;20;1;1;232;4
2020;202010000134003;10000134;20;1;1;205;4
2020;202010000134004;10000134;19;1;1;286;5
2020;202010000135001;10000135;28;1;1;221;5
2020;202010000135002;10000135;28;1;1;215;4
2020;202010000136001;10000136;17;1;1;230;5
2020;202010000136002;10000136;21;1;1;289;5
2020;202010000136003;10000136;41;1;1;288;4
2020;202010000136004;10000136;16;1;1;214;5
2020;202010000137001;10000137;41;1;1;226;4
2020;202010000137002;10000137;41;1;1;216;5
2020;202010000137003;10000137;41;1;1;234;4
2020;202010000137004;10000137;21;1;1;272;5
2020;202010000137005;10000137;21;1;1;256;5
2020;202010000138001;10000138;21;1;1;274;5
2020;202010000138002;10000138;18;1;1;266;5
2020;202010000138003;10000138;15;1;1;231;4
2020;202010000138004;10000138;14;1;1;253;5
2020;202010000139001;10000139;21;1;1;203;5
2020;202010000139002;10000139;71;1;1;247;4
2020;202010000139003;10000139;69;1;1;273;5
2020;202010000140001;10000140;16;1;1;249;5
2020;202010000140002;10000140;20;1;1;273;4
2020;202010000140003;10000140;14;1;1;282;5
2020;202010000140004;10000140;14;1;1;211;4
2020;202010000140005;10000140;20;1;1;242;4
2020;202010000141001;10000141;21;1;1;261;4
2020;202010000141002;10000141;17;1;1;212;5
2020;202010000142001;10000142;19;1;1;259;4
2020;202010000142002;10000142;21;1;1;272;4
2020;202010000143001;10000143;20;1;1;273;5
2020;202010000143002;10000143;41;1;1;300;4
2020;202010000144001;10000144;15;1;1;290;4
2020;202010000144002;10000144;16;1;1;204;4
2020;202010000144003;10000144;16;1;1;208;4
2020;202010000144004;10000144;14;1;1;260;5
2020;202010000145001;10000145;16;1;1;268;5
2020;202010000145002;10000145;15;1;1;292;5
2020;202010000145003;10000145;14;1;1;242;4
2020;202010000146001;10000146;15;1;1;296;5
2020;202010000146002;10000146;21;1;1;243;5
2020;202010000146003;10000146;15;1;1;295;4
2020;202010000146004;10000146;18;1;1;201;5
2020;202010000147001;10000147;19;1;1;208;4
2020;202010000147002;10000147;21;1;1;267;4
2020;202010000148001;10000148;16;1;1;231;4
2020;202010000148002;10000148;20;1;1;270;5
2020;202010000148003;10000148;21;1;1;285;4
2020;202010000149001;10000149;20;1;1;250;4
2020;202010000149002;10000149;69;1;1;206;4
2020;202010000150001;10000150;21;1;1;248;4
2020;202010000150002;10000150;19;1;1;201;4
