CO_PESSOA_FISICA;ID_TURMA;ID_MATRICULA;NU_ANO;NU_IDADE_REFERENCIA;TP_SEXO;TP_COR_RACA;TP_NACIONALIDADE;CO_UF_NASC;CO_MUNICIPIO_NASC;CO_PAIS_RESIDENCIA;CO_UF_END;CO_MUNICIPIO_END;TP_ZONA_RESIDENCIAL;IN_NECESSIDADE_ESPECIAL;IN_TRANSPORTE_PUBLICO;IN_TRANSP_BICICLETA;IN_TRANSP_MICRO_ONIBUS;IN_TRANSP_ONIBUS;IN_TRANSP_TR_ANIMAL;IN_TRANSP_VANS_KOMBI;IN_TRANSP_OUTRO_VEICULO;IN_TRANSP_EMBAR_ATE5;IN_TRANSP_EMBAR_5A15;IN_TRANSP_EMBAR_15A35;IN_TRANSP_EMBAR_35;IN_ESPECIAL_EXCLUSIVA;IN_REGULAR;IN_EJA;IN_PROFISSIONALIZANTE;CO_ENTIDADE;TP_SITUACAO;TP_ETAPA_ENSINO;NU_DIAS_ATIVIDADE;QT_ESCOLAS_ANO;IN_TRANSFERIDO;IN_CONCLUINTE_FINAL;IN_FALECIDO;N_MATRICULAS_REG;IN_TROCA_ESCOLA;evadiu
1000000314;70000069;700000180;2024;17;2;3;1;;00005444;00000004;;;1;0;0;;;;;;;;;;;0;1;0;0;11000009;;15;5;1;0;0;0;1;0;
1000000316;70000053;700000181;2024;18;1;0;1;;00002941;00000006;00000012;;1;0;0;;;0;;0;;;;0;;;1;0;0;11000007;;14;6;1;0;0;0;1;0;
1000000318;70000004;700000182;2024;9;1;2;1;;00003413;00000009;;00004578;1;0;0;;;;;;;;0;;;0;1;0;0;11000000;;20;5;1;0;0;0;1;0;
1000000321;70000078;700000184;2024;22;1;3;1;;00002473;00000004;;00005320;1;0;0;;;;;;;;;;;0;1;0;0;11000011;;17;5;1;0;0;0;1;0;
1000000322;70000100;700000185;2024;21;2;3;1;;00001646;00000005;00000024;00003655;1;0;0;;;;;;;;;;;0;1;0;0;11000014;;15;1;1;0;0;0;1;0;
1000000328;70000044;700000186;2024;12;1;1;1;;00001559;00000004;;00000900;1;0;0;;0;;;;;;;;;0;1;0;0;11000006;;;1;1;0;0;0;1;0;
1000000329;70000125;700000187;2024;11;2;2;1;;00004118;00000002;;00003323;1;0;0;;;;;;;;0;;;0;1;0;0;11000017;;25;1;1;0;0;0;1;0;
1000000331;70000015;700000189;2024;20;2;3;1;;00001621;00000007;00000023;00003706;1;0;1;;;;0;0;;;;;;0;1;0;0;11000002;;;5;1;0;0;0;1;0;
1000000334;70000108;700000191;2024;12;2;1;1;;00004170;00000003;00000008;00002220;1;0;0;0;;;;;1;;;;;0;1;0;0;11000015;;68;5;1;0;0;0;1;0;
1000000339;70000051;700000193;2024;18;2;3;1;;00000953;00000002;00000014;00001052;1;0;0;;;1;;;;;;;;0;1;;0;11000007;;25;1;1;0;0;0;1;0;
1000000343;70000077;700000195;2024;16;2;3;1;;00002571;00000009;00000023;;1;0;0;0;;;;;;;;;;0;1;0;0;11000010;;56;5;1;0;0;0;1;0;
1000000344;70000116;700000196;2024;20;1;3;1;;00004517;00000001;00000016;00003568;1;0;1;;;;0;;;;;;;0;1;0;0;11000016;;;5;1;0;0;0;1;0;
1000000347;70000078;700000197;2024;16;2;1;1;;00004380;00000003;00000024;00003198;1;1;0;;;0;;;;;;;;0;1;0;0;11000011;;17;5;1;0;0;0;1;0;
1000000350;70000216;700000198;2024;15;1;1;1;;00003945;00000003;00000010;00004963;1;0;0;;;1;0;;;;;;;0;1;;0;11000030;;1;5;1;0;0;0;1;0;
1000000353;70000207;700000199;2024;21;1;1;1;;00000647;00000001;00000016;;1;1;0;;;;;;;;;;;0;1;0;0;11000029;;21;5;1;0;0;0;1;0;
1000000355;70000108;700000201;2024;15;1;1;1;;00005118;00000005;;00000110;2;0;0;;;;;;;;;;;0;1;0;0;11000015;;68;5;1;0;0;0;1;0;
1000000356;70000025;700000202;2024;12;1;1;1;;00000433;00000008;00000027;;1;0;1;;0;;;;;0;;;;0;1;0;0;11000003;;14;1;1;0;0;0;1;0;
1000000359;70000098;700000203;2024;15;2;3;1;;00003183;00000004;00000020;00004124;1;0;0;;;;;0;;;;;;0;1;0;0;11000013;;17;5;1;0;0;0;1;0;
1000000360;70000062;700000204;2024;23;2;3;1;;00003082;00000007;00000016;;2;0;0;;;;;;;;;;0;0;1;0;0;11000008;;1;5;1;0;0;0;1;0;
1000000361;70000132;700000205;2024;13;1;0;1;;00000972;00000003;00000025;00004459;1;0;0;;;;;;;0;;0;;0;1;0;0;11000018;;1;5;1;0;0;0;1;0;
1000000362;70000033;700000206;2024;18;1;0;1;;00003314;00000009;00000003;;1;0;0;;0;;;;;;;0;;0;1;0;0;11000004;;20;1;1;0;0;0;1;0;
1000000368;70000073;700000209;2024;22;2;1;1;;00002914;00000003;;00000219;1;1;0;;;;;;;0;;;0;0;1;0;0;11000010;;1;5;1;0;0;0;1;0;
1000000369;70000004;700000210;2024;18;1;3;1;;00003200;00000001;00000008;00000597;1;0;;;;;;;0;;;;;0;1;0;0;11000000;;20;5;1;0;0;0;1;0;
1000000371;70000159;700000212;2024;16;1;0;1;;00000085;00000005;00000014;00001222;1;0;1;;;;0;;;;;;0;0;1;0;0;11000022;;;5;1;0;0;0;1;0;
1000000372;70000019;700000213;2024;11;1;0;1;;00004840;00000007;;00004170;1;0;0;0;;;0;;;;0;;;0;1;0;0;11000002;;;5;1;0;0;0;1;0;
1000000373;70000062;700000214;2024;19;1;1;1;;00004391;00000009;00000002;00000873;1;0;0;;;;;;;;;;;0;1;0;0;11000008;;1;5;1;0;0;0;1;0;
1000000378;70000148;700000216;2024;20;2;0;1;;00000511;00000003;;00003343;1;0;0;0;;;;;0;;;;0;0;1;0;0;11000021;;41;5;1;0;0;0;1;0;
1000000379;70000042;700000217;2024;10;2;0;3;;00002553;00000004;00000025;;1;0;0;;;;;0;;0;;0;;0;1;0;0;11000005;;;1;1;0;0;0;1;0;
1000000381;70000117;700000218;2024;15;2;1;1;;00005536;00000006;00000025;00000437;1;1;0;;0;;0;;;;;;0;0;1;0;0;11000016;;15;1;1;0;0;0;1;0;
1000000383;70000123;700000219;2024;18;1;3;1;;00001025;00000007;;;1;0;0;;;;;;;;0;;;0;1;0;0;11000017;;20;5;1;0;0;0;1;0;
1000000394;70000157;700000220;2024;12;2;1;1;;00003585;00000009;;00000256;1;0;0;;;;;;;;;;;0;1;0;0;11000022;;;5;1;0;0;0;1;0;
1000000397;70000178;700000221;2024;26;2;1;1;;00001598;00000006;00000022;00004648;1;0;0;;;;;;;;;;;;1;0;0;11000025;;25;5;1;0;0;0;1;0;
1000000398;70000035;700000222;2024;14;1;1;1;;00003731;00000002;00000017;00001778;1;0;0;;0;0;;;;0;;;;0;1;0;0;11000004;;15;5;1;0;0;0;1;0;
1000000401;70000078;700000223;2024;14;2;2;1;;;00000006;;00004437;2;0;1;;;;;;;0;;;;0;1;0;0;11000011;;17;5;1;0;0;0;1;0;
1000000402;70000013;700000224;2024;13;1;1;1;;00004749;00000006;;00001173;1;0;0;;;;;;;;;;;;1;0;0;11000001;;;4;1;0;0;0;1;0;
1000000405;70000004;700000225;2024;19;2;3;1;;00002458;00000002;00000025;;1;0;0;0;;;;;;;;;0;0;1;1;;11000000;;20;5;1;0;0;0;1;0;
1000000408;70000202;700000226;2024;19;2;0;1;;00004564;00000002;;;1;1;0;0;;;;;;;;;0;0;1;0;0;11000028;;;5;1;0;0;0;1;0;
1000000409;70000150;700000227;2024;22;1;3;1;;00000150;00000006;00000016;00003483;2;0;0;;0;;;;;;;;0;0;1;0;0;11000021;;19;5;1;0;0;0;1;0;
1000000415;70000019;700000229;2024;21;1;1;1;;00002613;00000007;00000011;;1;0;0;;;1;;0;0;;0;;;0;1;0;1;11000002;;;5;1;0;0;0;1;0;
1000000418;70000217;700000230;2024;22;1;3;1;;00000521;00000009;;;1;0;0;0;;0;;;;;0;;;0;1;0;0;11000030;;16;5;1;0;0;0;1;0;
1000000419;70000122;700000231;2024;20;2;3;1;;00001618;00000004;00000026;00004453;1;0;0;;;;0;;;;;;;0;1;0;0;11000017;;16;5;1;0;0;0;1;0;
1000000421;70000091;700000232;2024;15;1;0;1;;00004259;00000009;00000023;;1;0;0;;;;;;;0;;;;0;1;0;0;11000012;;1;2;1;0;0;0;1;0;
1000000424;70000146;700000235;2024;14;2;1;1;;00002815;00000004;;;1;0;1;;;1;;;0;;;0;;0;1;0;;11000020;;2;5;1;0;0;0;1;0;
1000000427;70000125;700000237;2024;16;2;3;1;;00001280;00000001;00000024;00002956;2;0;0;;0;1;;;;;;;;0;1;0;0;11000017;;25;1;1;0;0;0;1;0;
1000000429;70000178;700000238;2024;14;2;3;1;;00003532;00000005;;;1;0;0;;;;;;;;;;;;1;0;0;11000025;;25;5;1;0;0;0;1;0;
1000000430;70000053;700000239;2024;14;2;1;1;;00003336;00000002;00000004;00001893;1;0;0;;;;0;;0;;;0;;0;1;0;0;11000007;;14;6;1;0;0;0;1;0;
1000000433;70000074;700000240;2024;19;1;0;1;;00003754;00000006;00000009;00003946;1;0;0;;;;;;;;;;;0;1;0;0;11000010;;1;5;1;0;0;0;1;0;
1000000435;70000022;700000241;2024;20;2;0;1;;00004529;00000001;;00004669;1;1;0;;;;0;;;;;;;0;1;0;0;11000003;;2;5;1;0;0;0;1;0;
1000000438;70000059;700000242;2024;19;2;3;1;;00005559;00000001;00000018;00001430;1;0;0;;;;;;;0;;;;0;1;0;1;11000008;;26;5;1;0;0;0;1;0;
1000000439;70000087;700000243;2024;15;1;1;1;;00003321;00000003;00000024;;1;0;0;;;;;;;;;;0;0;1;0;0;11000012;;21;3;1;0;0;0;1;0;
1000000440;70000217;700000244;2024;13;1;2;1;;00004730;00000004;;;1;0;0;;;;0;;;;;;;0;1;0;0;11000030;;16;5;1;0;0;0;1;0;
1000000444;70000163;700000245;2024;18;2;0;1;;00000567;00000001;00000009;00000142;1;0;0;;0;1;;;;0;;;;0;1;0;0;11000023;;16;5;1;0;0;0;1;0;
1000000452;70000151;700000247;2024;12;1;1;1;;00000932;00000004;00000010;00002426;1;0;0;;0;;;0;;;0;;;0;1;0;0;11000021;;17;5;1;0;0;0;1;0;
1000000453;70000133;700000248;2024;13;2;4;1;;00003629;00000004;;;1;0;1;;0;;;0;0;;0;;;0;1;0;0;11000018;;14;5;1;0;0;0;1;0;
1000000456;70000028;700000249;2024;17;2;1;1;;00002757;00000003;00000023;00004143;1;0;0;;;;;;;;;;;0;1;0;0;11000003;;15;5;1;0;0;0;1;0;
1000000459;70000062;700000250;2024;10;2;5;1;;00000716;00000007;00000006;00000634;1;0;0;0;;;;;;;;0;;0;1;;0;11000008;;1;5;1;0;0;0;1;0;
1000000462;70000018;700000251;2024;10;1;3;1;;00004288;00000006;00000002;;1;0;0;;;;;;;;;0;;0;1;0;0;11000002;;16;5;1;0;0;0;1;0;
1000000463;70000165;700000252;2024;19;1;0;1;;00004408;00000001;00000010;;1;0;0;;;;0;;;;;;;0;1;0;0;11000023;;1;5;1;0;0;0;1;0;
1000000465;70000052;700000253;2024;13;1;3;1;;00004019;00000002;00000006;00002886;1;0;1;;0;;0;0;;;;;;0;1;0;0;11000007;;;5;1;0;0;0;1;0;
1000000467;70000081;700000254;2024;21;2;0;1;;00004451;00000008;00000012;00000195;1;0;0;;;0;;;0;;;0;;0;1;0;0;11000011;;14;5;1;0;0;0;1;0;
1000000472;70000086;700000257;2024;26;1;3;1;;00004946;00000001;;00002119;1;0;0;;;0;;;;;;;;0;1;0;0;11000012;;14;2;1;0;0;0;1;0;
1000000474;70000095;700000258;2024;15;2;3;1;;00004568;00000007;00000016;;1;0;0;0;0;;;;;;0;0;;0;1;0;0;11000013;;1;5;1;0;0;0;1;0;
1000000480;70000101;700000259;2024;17;1;0;1;;00002707;00000001;00000008;00002381;1;0;0;;;1;;;;;;;;0;1;0;0;11000014;;32;5;1;0;0;0;1;0;
1000000484;70000133;700000261;2024;9;1;1;1;;00004676;00000005;00000025;;2;0;0;0;;;0;;;;;;;0;1;0;0;11000018;;14;5;1;0;0;0;1;0;
1000000488;70000188;700000262;2024;19;2;3;1;;00005524;00000002;00000008;;1;0;0;;;;0;0;;;;;0;0;1;0;0;11000026;;;5;1;0;0;0;1;0;
1000000491;70000081;700000263;2024;15;2;1;1;;00002648;00000007;;00004378;1;0;1;0;0;;;0;;0;;;;0;1;0;0;11000011;;14;5;1;0;0;0;1;0;
1000000494;70000006;700000264;2024;15;1;0;1;;00004617;00000009;00000002;;1;0;0;;0;;;;;;;;;0;1;0;0;11000000;;16;5;1;0;0;0;1;0;
1000000496;70000160;700000265;2024;11;2;3;1;;00002083;00000005;00000027;;1;0;0;0;1;;;;;0;;;;0;1;0;0;11000022;;;2;1;0;0;0;1;0;
1000000498;70000073;700000266;2024;21;1;1;1;;00002195;00000002;00000022;00004855;1;0;0;;;;;;;;;;;0;1;0;0;11000010;;1;5;1;0;0;0;1;0;
1000000502;70000026;700000267;2024;14;1;0;1;;00000518;00000007;00000025;;1;0;0;;;;;;0;;0;0;;0;1;0;0;11000003;;26;;1;0;0;0;1;0;
1000000503;70000116;700000268;2024;24;2;1;1;;00005448;00000009;;;1;0;0;;;;0;;;;;;0;0;1;0;0;11000016;;;5;1;0;0;0;1;0;
1000000507;70000005;700000270;2024;21;1;3;1;;00004077;00000007;00000011;00004906;1;0;0;;;;;;;;;;;0;1;0;0;11000000;;20;5;1;0;0;0;1;0;
1000000510;70000003;700000271;2024;21;2;1;1;;00002427;00000002;00000010;;1;0;0;;;;;;;;0;;;0;1;0;0;11000000;;;5;1;0;0;0;1;0;
1000000511;70000142;700000272;2024;11;2;3;1;;00003409;00000007;;;1;0;0;;;;;;;;;;0;0;1;0;0;11000020;;27;5;1;0;0;0;1;0;
1000000513;70000185;700000273;2024;18;2;0;1;;00000582;00000001;00000025;00000344;2;0;0;;0;;;;;0;0;;;0;1;0;0;11000026;;26;5;1;0;0;0;1;0;
1000000516;70000063;700000276;2024;21;2;1;1;;00005142;00000006;;00001373;2;0;0;;;;0;;0;;;;;0;1;0;0;11000008;;69;5;1;0;0;0;1;0;
1000000525;70000070;700000280;2024;12;1;1;1;;00004842;00000003;;;2;0;1;;;1;;;0;;;;;0;1;0;0;11000009;;27;5;1;0;0;0;1;0;
1000000526;70000150;700000281;2024;20;2;3;1;;00002309;00000005;00000027;;2;0;0;0;;;;;;;;;;0;1;0;0;11000021;;19;5;1;0;0;0;1;0;
1000000530;70000100;700000283;2024;10;1;0;1;;;00000008;00000014;;2;0;0;;;;;;;;;;;0;1;0;0;11000014;;15;1;1;0;0;0;1;0;
1000000531;70000064;700000284;2024;17;2;3;1;;00002394;00000004;00000008;00002752;1;0;1;0;;;;;;0;;;;0;1;0;0;11000009;;2;5;1;0;0;0;1;0;
1000000533;70000217;700000285;2024;13;1;3;1;;00000005;00000007;00000022;00003015;1;0;0;;;1;;;;;;;;0;1;0;0;11000030;;16;5;1;0;0;0;1;0;
1000000536;70000034;700000288;2024;20;1;3;1;;00005454;00000002;;00003797;1;0;0;;;;;;;0;;;;0;1;0;0;11000004;;16;5;1;0;0;0;1;0;
1000000538;70000128;700000289;2024;14;2;1;1;;00002895;00000002;00000014;00004326;1;0;0;;;;;;;;;;;0;1;0;0;11000018;;14;2;1;0;0;0;1;0;
1000000539;70000132;700000290;2024;17;2;0;1;;00003149;00000007;;00001092;1;0;0;;;;0;;0;;;0;;0;1;0;0;11000018;;1;5;1;0;0;0;1;0;
1000000542;70000116;700000291;2024;14;1;1;1;;00004097;00000006;00000018;;1;0;1;;;;;0;;;;;;0;1;0;;11000016;;;5;1;0;0;0;1;0;
1000000543;70000207;700000292;2024;21;1;3;1;;00001241;00000003;00000013;00001247;1;0;0;;;;;;0;;;;;0;1;0;;11000029;;21;5;1;0;0;0;1;0;
1000000545;70000040;700000293;2024;11;1;3;1;;00004944;00000003;00000024;;2;0;1;;;;;;;0;;;0;0;1;0;0;11000005;;;5;1;0;0;0;1;0;
1000000547;70000027;700000295;2024;17;1;1;1;;00005446;00000001;00000022;00004887;2;0;0;0;;1;;0;;;;;0;0;1;0;0;11000003;;18;5;1;0;0;0;1;0;
1000000557;70000190;700000296;2024;18;1;3;1;;00004117;00000001;;;1;1;1;;;1;;;;0;;;;0;1;;0;11000027;;14;5;1;0;0;0;1;0;
1000000559;70000185;700000297;2024;11;2;1;1;;00001840;00000006;00000026;;2;0;0;;;;;;;0;;;;0;1;0;0;11000026;;26;5;1;0;0;0;1;0;
1000000561;70000126;700000299;2024;17;2;0;1;;00003511;00000003;00000003;00001470;1;0;0;;;;0;;;;;;;0;1;0;0;11000017;;20;5;1;0;0;0;1;0;
1000000563;70000112;700000300;2024;20;1;1;1;;00001455;00000004;;00001244;1;0;0;;;;;;;;;1;;0;1;0;0;11000015;;21;5;1;0;0;0;1;0;
1000000564;70000116;700000301;2024;18;2;3;1;;00005164;00000006;00000019;;1;0;0;;;;;;;;0;;0;0;1;0;0;11000016;;;5;1;0;0;0;1;0;
1000000565;70000035;700000302;2024;16;1;1;1;;00000135;00000007;;00000767;1;0;0;0;;;;;;;;;;0;1;0;0;11000004;;15;5;1;0;0;0;1;0;
1000000566;70000085;700000303;2024;11;2;3;1;;00003084;00000006;00000027;00001460;2;1;0;0;0;;0;;;;;0;0;;1;0;0;11000012;;1;5;1;0;0;0;1;0;
1000000567;70000192;700000304;2024;17;2;0;1;;00001172;00000003;;;1;0;1;0;;1;;0;;;;;;0;1;0;0;11000027;;1;5;1;0;0;0;1;0;
1000000570;70000019;700000306;2024;13;1;0;1;;00002700;00000004;00000009;;1;0;1;;;;;;;;0;;;0;1;;0;11000002;;;5;1;0;0;0;1;0;
1000000571;70000177;700000307;2024;17;2;3;1;;00005211;00000008;00000005;00003143;1;0;0;;;;;0;;;;;;0;1;0;0;11000025;;68;5;1;0;0;0;1;0;
1000000573;70000158;700000308;2024;20;1;1;1;;00000020;00000001;00000002;00002632;2;0;1;;;;;;;0;0;;;0;1;0;0;11000022;;;5;1;0;0;0;1;0;
1000000575;70000211;700000309;2024;13;1;3;1;;00002820;00000005;00000026;00004703;1;0;0;;;;;;;;;;;0;1;0;0;11000030;;16;5;1;0;0;0;1;0;
1000000580;70000024;700000310;2024;17;2;0;1;;00003252;00000004;00000001;00001055;1;0;0;0;0;0;;;;;;;0;;1;0;0;11000003;;19;5;1;0;0;0;1;0;
1000000581;70000113;700000311;2024;8;1;3;1;;00002123;00000005;00000009;00002877;1;0;1;;;;;;;0;0;;;0;1;0;0;11000016;;15;1;1;0;0;0;1;0;
1000000582;70000148;700000312;2024;12;1;0;1;;00003649;00000004;;00004839;1;0;0;;0;0;;0;;;0;;;0;1;0;0;11000021;;41;5;1;0;0;0;1;0;
1000000585;70000137;700000313;2024;15;2;0;1;;00003640;00000007;00000005;;1;0;0;;;1;;;;;0;;0;0;1;0;;11000019;;14;5;1;0;0;0;1;0;
1000000590;70000038;700000314;2024;18;2;0;1;;00001574;00000002;00000015;00004322;1;0;0;;0;;;;;;0;;;0;1;0;0;11000005;;26;2;1;0;0;0;1;0;
1000000591;70000197;700000315;2024;10;1;3;1;;00002808;00000001;00000004;00001860;1;0;0;;;;;;;;0;;;0;1;0;0;11000028;;1;5;1;0;0;0;1;0;
1000000592;70000030;700000316;2024;22;1;1;1;;00004918;00000003;00000024;;1;0;0;;;;;;;;;;;0;1;1;0;11000004;;25;5;1;0;0;0;1;0;
1000000595;70000094;700000317;2024;15;1;3;1;;00002524;00000008;00000010;00002333;1;0;0;;;;;0;;;;;;0;1;0;0;11000013;;18;5;1;0;0;0;1;0;
1000000600;70000134;700000319;2024;15;1;0;1;;00003658;00000002;00000017;00003197;2;1;0;;;;;0;;;;1;;0;1;0;0;11000019;;;5;1;0;0;0;1;0;
1000000603;70000100;700000320;2024;18;2;3;1;;00003030;00000002;00000019;;1;0;0;;;1;;;0;0;;;;0;1;0;0;11000014;;15;1;1;0;0;0;1;0;
1000000604;70000064;700000321;2024;14;1;3;1;;00002925;00000005;;00000603;1;0;;;;;;;0;;;;;0;1;0;0;11000009;;2;5;1;0;0;0;1;0;
1000000605;70000196;700000322;2024;15;1;1;1;;00000472;00000005;00000008;;1;0;0;0;;;;0;0;0;;0;;0;1;0;0;11000027;;;5;1;0;0;0;1;0;
1000000606;70000181;700000323;2024;11;1;1;1;;00001787;00000009;;;1;0;0;;;1;;;;;;;;0;1;0;0;11000025;;;2;1;0;0;0;1;0;
1000000608;70000010;700000324;2024;15;1;3;1;;00002944;00000004;00000004;;1;0;0;;;;;;;;;;;0;1;0;;11000001;;2;5;1;0;0;0;1;0;
1000000609;70000112;700000325;2024;14;1;0;1;;00002807;00000001;00000004;00002832;1;0;1;0;;;0;0;;;;;0;0;1;0;0;11000015;;21;5;1;0;0;0;1;0;
1000000610;70000125;700000326;2024;15;1;1;1;;00001531;00000007;;00001554;1;0;1;;;1;;;;;;;0;0;1;0;0;11000017;;25;1;1;0;0;0;1;0;
1000000612;70000045;700000327;2024;12;2;3;1;;00004950;00000005;00000003;00000939;2;0;0;;;;;1;;;;;0;0;1;;0;11000006;;;5;1;0;0;0;1;0;
1000000613;70000164;700000328;2024;16;2;1;1;;00001481;00000002;00000008;;2;1;0;;0;;0;0;0;;;;0;0;1;0;0;11000023;;18;5;1;0;0;0;1;0;
1000000614;70000195;700000329;2024;10;2;1;1;;00002871;00000001;;00001439;1;0;0;0;;;;;0;;0;;;;1;0;0;11000027;;14;2;1;0;0;0;1;0;
1000000617;70000036;700000330;2024;17;2;3;1;;00003272;00000006;;;1;0;0;0;;;0;;0;;;;;0;1;;0;11000005;;;5;1;0;0;0;1;0;
1000000618;70000011;700000331;2024;15;2;0;1;;00003987;00000005;;00002765;2;0;0;;;;;;;;;0;;0;1;;0;11000001;;25;5;1;0;0;0;1;0;
1000000620;70000074;700000332;2024;15;1;1;1;;00004202;00000008;00000020;;1;0;0;;;;;;;;;0;;0;1;0;0;11000010;;1;5;1;0;0;0;1;0;
1000000621;70000021;700000333;2024;23;1;0;1;;00004583;00000008;00000006;;1;1;1;;;;;;0;;;;;0;1;0;;11000002;;;5;1;0;0;0;1;0;
1000000623;70000098;700000334;2024;11;1;0;1;;00001168;00000003;;00003861;1;0;1;;0;1;0;;0;;;;;0;1;0;0;11000013;;17;5;1;0;0;0;1;0;
1000000624;70000103;700000335;2024;21;2;3;1;;00001726;00000004;00000014;00005166;1;0;1;;0;;0;;;0;;0;0;;1;0;0;11000014;;;5;1;0;0;0;1;0;
1000000627;70000075;700000336;2024;22;1;0;1;;00002832;00000009;;00004029;1;0;0;;;;;;;;;;0;0;1;0;0;11000010;;69;5;1;0;0;0;1;0;
1000000628;70000195;700000337;2024;12;2;3;1;;00000908;00000002;00000011;00002511;1;0;1;;;;;;0;;;;;0;1;0;0;11000027;;14;2;1;0;0;0;1;0;
1000000629;70000060;700000338;2024;15;2;0;1;;00005416;00000009;;;1;0;0;;;1;;;;;;;;0;1;0;0;11000008;;;5;1;0;0;0;1;0;
1000000631;70000093;700000339;2024;17;1;0;1;;00001183;00000006;00000013;;1;0;0;0;;;0;;;;;;;0;1;0;0;11000013;;25;5;1;0;0;0;1;0;
1000000638;70000184;700000341;2024;10;2;1;1;;00000837;00000005;;00003506;1;0;0;0;;;0;;;;;;0;0;1;0;0;11000026;;16;5;1;0;0;0;1;0;
1000000640;70000160;700000342;2024;18;2;1;1;;00005564;00000009;;00002612;2;0;1;;0;;;;;;;;;0;1;0;0;11000022;;;2;1;0;0;0;1;0;
1000000643;70000098;700000343;2024;10;2;1;1;;00003380;00000006;;;1;0;0;;;;;;;;;;;0;1;0;0;11000013;;17;5;1;0;0;0;1;0;
1000000645;70000148;700000344;2024;12;1;3;1;;00004615;00000003;00000019;00001707;1;0;0;;;;;;1;;;;;0;1;1;0;11000021;;41;5;1;0;0;0;1;0;
1000000646;70000067;700000345;2024;14;1;0;1;;00004667;00000008;00000021;;2;0;0;;;;;;;;;;0;;1;0;0;11000009;;16;1;1;0;0;0;1;0;
1000000647;70000164;700000346;2024;16;2;1;1;;00001542;00000002;00000008;;2;0;0;;;;;;;;;;0;0;1;0;0;11000023;;18;5;1;0;0;0;1;0;
1000000649;70000134;700000347;2024;8;2;3;1;;00003172;00000001;;;1;1;1;;0;1;;;;;;0;;0;1;;0;11000019;;;5;1;0;0;0;1;0;
1000000653;70000135;700000349;2024;12;2;1;1;;00002183;00000001;;00000269;1;1;;0;;;;0;;0;;;;0;1;0;0;11000019;;;5;1;0;0;0;1;0;
1000000657;70000086;700000350;2024;19;2;0;1;;00005211;00000007;00000010;00001040;1;0;0;;;;;;;;;;;0;1;0;0;11000012;;14;2;1;0;0;0;1;0;
1000000658;70000217;700000351;2024;15;2;0;1;;00005343;00000006;00000023;00002717;1;0;0;;;;0;;;;;;;0;1;0;0;11000030;;16;5;1;0;0;0;1;0;
1000000660;70000190;700000353;2024;11;1;1;1;;00000831;00000005;00000008;00001060;1;0;0;;0;;;;;;;;0;0;1;;0;11000027;;14;5;1;0;0;0;1;0;
1000000662;70000127;700000355;2024;16;2;1;1;;00004225;00000005;;00004019;1;0;0;;;;;;0;;;;;0;1;0;0;11000018;;20;5;1;0;0;0;1;0;
1000000663;70000130;700000356;2024;10;2;1;1;;00005080;00000009;00000002;00004019;1;0;0;;;;;0;;;0;;;0;1;0;0;11000018;;25;3;1;0;0;0;1;0;
1000000665;70000076;700000357;2024;11;1;3;1;;00002041;00000009;;00003829;1;0;0;;;;;0;;;;;;0;1;;;11000010;;;5;1;0;0;0;1;0;
1000000666;70000037;700000358;2024;23;2;0;1;;00001035;00000009;00000021;00000362;1;0;0;;;;;;;;;;0;0;1;0;0;11000005;;26;5;1;0;0;0;1;0;
1000000667;70000076;700000359;2024;22;1;0;1;;00002025;00000004;00000004;;2;0;0;;;;;;;;;;;0;1;;0;11000010;;;5;1;0;0;0;1;0;
1000000668;70000066;700000360;2024;10;2;1;1;;00004775;00000007;00000005;00005162;1;0;0;;0;;0;;;;;;;0;1;0;;11000009;;15;5;1;0;0;0;1;0;
1000000672;70000211;700000362;2024;19;2;2;1;;00003082;00000005;;00000931;1;0;0;;;;;0;;;;;0;0;1;0;0;11000030;;16;5;1;0;0;0;1;0;
1000000673;70000209;700000363;2024;22;2;1;1;;00002411;00000005;00000001;;1;0;0;;;;;;;;;;;0;1;0;0;11000029;;21;5;1;0;0;0;1;0;
1000000678;70000209;700000364;2024;18;1;0;1;;00005187;00000009;00000003;;1;0;0;;;;;;;0;0;;;0;1;0;0;11000029;;21;5;1;0;0;0;1;0;
1000000679;70000005;700000365;2024;16;2;1;1;;00004109;00000005;00000006;00002938;1;0;0;;0;;;;0;;;;;0;1;0;0;11000000;;20;5;1;0;0;0;1;0;
1000000680;70000058;700000366;2024;15;2;3;1;;00005402;00000002;00000003;;1;0;1;0;;1;;;;;;;;0;1;0;0;11000008;;27;5;1;0;0;0;1;0;
1000000681;70000160;700000367;2024;25;1;3;1;;00003221;00000009;;00004883;1;0;0;;;0;;0;0;;;;;;1;0;0;11000022;;;2;1;0;0;0;1;0;
1000000682;70000091;700000368;2024;11;2;3;1;;00000456;00000005;00000026;00002714;2;0;0;;;;0;;;;;;;0;1;0;0;11000012;;1;2;1;0;0;0;1;0;
1000000684;70000042;700000369;2024;16;1;3;1;;00000555;00000005;00000024;00004116;1;0;0;;0;1;;;;;;;;0;1;0;0;11000005;;;1;1;0;0;0;1;0;
1000000685;70000137;700000370;2024;10;1;0;1;;00002391;00000001;;00002153;1;0;0;;;;;0;;;;;;0;1;0;0;11000019;;14;5;1;0;0;0;1;0;
